No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,8,6,4,9,0,30,0.3 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,73,4,85,8,264,2.5 %
03,03 - Capitale-Nationale,3,501,144,25,292,24,989,9.5 %
04,04 - Mauricie et Centre-du-Québec,6,151,222,21,102,5,507,4.9 %
05,05 - Estrie,3,125,52,17,96,11,304,2.9 %
06,06 - Montréal,202,2719,748,132,654,74,4529,43.4 %
07,07 - Outaouais,8,64,33,13,41,2,161,1.5 %
08,08 - Abitibi-Témiscamingue,0,0,6,0,1,0,7,0.1 %
09,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,17,0,13,0,45,0.4 %
12,12 - Chaudière-Appalaches,5,104,69,6,100,4,288,2.8 %
13,13 - Laval,2,509,129,52,172,6,870,8.3 %
14,14 - Lanaudière,3,249,114,11,113,2,492,4.7 %
15,15 - Laurentides,64,175,90,50,79,14,472,4.5 %
16,16 - Montérégie,15,608,342,59,450,8,1482,14.2 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),314,5322,2049,394,2207,159,10445,
9999,Ensemble du Québec (%),3.0 %,51.0 %,19.6 %,3.8 %,21.1 %,1.5 %,.,100.0 %

