,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1565,1,1548,17,30,0,1505,30,196934.5,794.68,15.24,15.23
02,02 - Saguenay-Lac-Saint-Jean,8828,3,8638,190,264,0,8551,13,277505,3181.20,4.69,95.13
03,03 - Capitale-Nationale,22550,29,22214,336,989,1,21235,326,757803,2975.71,42.89,130.51
04,04 - Mauricie et Centre-du-Québec,12838,18,12607,231,507,3,12172,159,523331.5,2453.13,30.32,96.88
05,05 - Estrie,11641,25,11189,452,304,0,11112,225,494966.5,2351.88,45.29,61.42
06,06 - Montréal,107405,319,104544,2861,4529,10,99202,3674,2072060.5,5183.49,176.77,218.57
07,07 - Outaouais,6402,29,5991,411,161,0,6023,218,402744,1589.60,53.90,39.98
08,08 - Abitibi-Témiscamingue,857,5,824,33,7,0,800,50,147637,580.48,33.86,4.74
09,09 - Côte-Nord,355,1,340,15,3,0,349,3,89700.5,395.76,3.36,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1709,1,1690,19,45,0,1661,3,89823,1902.63,3.35,50.10
12,12 - Chaudière-Appalaches,11709,1,11444,265,288,0,11379,42,431109.5,2716.02,9.72,66.80
13,13 - Laval,24967,106,23428,1539,870,1,23365,732,444658.5,5614.87,163.92,195.66
14,14 - Lanaudière,20474,49,19764,710,492,0,19440,542,522367,3919.47,103.31,94.19
15,15 - Laurentides,16532,53,15931,601,472,0,15603,457,630238,2623.14,72.14,74.89
16,16 - Montérégie,42038,66,40281,1757,1482,4,39661,895,1438226,2922.91,61.99,103.04
17,17 - Nunavik,44,0,42,2,0,0,41,3,14336.5,306.91,20.81,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,116,1,18507,643.00,5.37,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,253,1,249,4,0,0,247,6,.,.,.,.
999,Ensemble du Québec,290377,707,280932,9445,10445,19,272553,7379,8565469.5,3390.09,85.88,121.94

