No,RSS,NoRLS,RLS,Cas,Population,Taux
4,04 - Mauricie-et-Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,55,44 619,"123,3"
4,04 - Mauricie-et-Centre-du-Québec,0417,0417 - RLS de Drummond,296,107 872,"274,4"
4,04 - Mauricie-et-Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,29,98 244,"29,5"
4,04 - Mauricie-et-Centre-du-Québec,,Total,1990,522 341,"381,0"
5,05 - Estrie,0511,0511 - RLS de la Pommeraie,136,56 125,"242,3"
5,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,224,105 861,"211,6"
5,05 - Estrie,0513,0513 - RLS de Memphrémagog,99,52 514,"188,5"
5,05 - Estrie,0514,0514 - RLS de Coaticook,13,18 741,"69,4"
5,05 - Estrie,0515,0515 - RLS de Sherbrooke,301,170 075,"177,0"
5,05 - Estrie,0516,0516 - RLS de Val Saint-François,72,31 490,"228,6"
5,05 - Estrie,0517,0517 - RLS d'Asbestos,47,14 257,"329,7"
5,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,33,22 749,"145,1"
5,05 - Estrie,0519,0519 - RLS du Granit,16,21 351,"74,9"
5,05 - Estrie,,Total,943,493 163,"191,2"
6,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,1503,224 596,"669,2"
6,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,1886,149 522,"1 261,4"
6,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,1260,131 424,"958,7"
6,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,2618,245 703,"1 065,5"
6,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,1808,166 225,"1 087,7"
6,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,1368,161 317,"848,0"
6,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,1679,161 894,"1 037,1"
6,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,3915,172 517,"2 269,3"
6,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,902,115 485,"781,1"
6,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,2170,139 162,"1 559,3"
6,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,3519,208 717,"1 686,0"
6,06 - Montréal,0653,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,2358,189 095,"1 247,0"
6,06 - Montréal,,Total,25788,2 065 657,"1 248,4"
7,07 - Outaouais,0711,0711 - RLS du Pontiac,n.d.,20 152,n.d.
7,07 - Outaouais,0712,0712 - RLS de la Vallée-de-la-Gatineau,n.d.,20 552,n.d.
7,07 - Outaouais,0713,0713 - RLS des Collines-de-l'Outaouais,20,38 891,"51,4"
7,07 - Outaouais,0714,0714 - RLS de Grande-Rivière - Hull - Gatineau,465,264 517,"175,8"
7,07 - Outaouais,0715,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,50,56 920,"87,8"
7,07 - Outaouais,,Total,547,401 032,"136,4"
8,08 - Abitibi-Témiscamingue,0811,0811 - RLS de l'Abitibi-Ouest,10,20 528,"48,7"
8,08 - Abitibi-Témiscamingue,0812,0812 - RLS de l'Abitibi,5,24 729,"20,2"
8,08 - Abitibi-Témiscamingue,0813,0813 - RLS de Rouyn-Noranda,131,43 180,"303,4"
8,08 - Abitibi-Témiscamingue,0814,0814 - RLS de la Vallée-de-l'Or,n.d.,43 551,n.d.
8,08 - Abitibi-Témiscamingue,0815,0815 - RLS du Témiscaming,17,15 628,"108,8"
8,08 - Abitibi-Témiscamingue,,Total,168,147 616,"113,8"
9,09 - Côte-Nord,0911,0911 - RLS de Caniapiscau,0,3 230,"0,0"
9,09 - Côte-Nord,0912,0912 - RLS de la Haute-Côte-Nord - Manicouagan,17,40 494,"42,0"
9,09 - Côte-Nord,0913,0913 - RLS de Port-Cartier,47,7 314,"642,6"
9,09 - Côte-Nord,0914,0914 - RLS de Sept-Îles,46,27 344,"168,2"
9,09 - Côte-Nord,0915,0915 - RLS de la Minganie,5,6 428,"77,8"
9,09 - Côte-Nord,0916,0916 - RLS de la Basse-Côte-Nord,0,4 582,"0,0"
9,09 - Côte-Nord,0917,0917 - RLS de Kawawachikamach,0,641,"0,0"
9,09 - Côte-Nord,,Total,115,90 033,"127,7"
10,10 - Nord-du-Québec,1001,1001 - Nord-du-Québec,8,13 558,"59,0"
10,10 - Nord-du-Québec,,Total,8,13 558,"59,0"
11,11 - Gaspésie-Îles-de-la-Madeleine,1111,1111 - RLS de la Baie-des-Chaleurs,133,32 176,"413,4"
11,11 - Gaspésie-Îles-de-la-Madeleine,1112,1112 - RLS de la Haute-Gaspésie,n.d.,10 582,n.d.
11,11 - Gaspésie-Îles-de-la-Madeleine,1113,1113 - RLS de La Côte-de-Gaspé,11,18 753,"58,7"
11,11 - Gaspésie-Îles-de-la-Madeleine,1114,1114 - RLS du Rocher-Percé,29,15 881,"182,6"
11,11 - Gaspésie-Îles-de-la-Madeleine,1121,1121 - RLS des Îles-de-la-Madeleine,9,12 606,"71,4"
11,11 - Gaspésie-Îles-de-la-Madeleine,,Total,184,89 998,"204,4"
12,12 - Chaudière-Appalaches,1211,1211 - RLS Alphonse-Desjardins,384,258 118,"148,8"
12,12 - Chaudière-Appalaches,1212,1212 - RLS de la région de Thetford,45,42 500,"105,9"
12,12 - Chaudière-Appalaches,1213,1213 - RLS de Beauce,53,73 173,"72,4"
12,12 - Chaudière-Appalaches,1214,1214 - RLS des Etchemins,7,16 426,"42,6"
12,12 - Chaudière-Appalaches,1215,1215 - RLS de Montmagny-L'Islet,11,40 092,"27,4"
12,12 - Chaudière-Appalaches,,Total,500,430 309,"116,2"
13,13 - Laval,1311,1311 - RLS de Laval,5488,442 745,"1 239,5"
13,13 - Laval,,Total,5488,442 745,"1 239,5"
14,14 - Lanaudière,1411,1411 - RLS de Lanaudière-Nord,1406,223 099,"630,2"
14,14 - Lanaudière,1412,1412 - RLS de Lanaudière-Sud,2563,296 993,"863,0"
14,14 - Lanaudière,,Total,4037,520 092,"776,2"
15,15 - Laurentides,1511,1511 - RLS d'Antoine-Labelle,17,35 580,"47,8"
15,15 - Laurentides,1512,1512 - RLS des Laurentides,147,48 016,"306,1"
15,15 - Laurentides,1513,1513 - RLS des Pays-d'en-Haut,201,44 362,"453,1"
15,15 - Laurentides,1514,1514 - RLS d'Argenteuil,64,33 422,"191,5"
15,15 - Laurentides,1515,1515 - RLS de Deux-Montagnes - Mirabel-Sud,593,124 641,"475,8"
15,15 - Laurentides,1516,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,861,177 517,"485,0"
15,15 - Laurentides,1517,1517 - RLS de Thérèse-De Blainville,1083,163 430,"662,7"
15,15 - Laurentides,,Total,2984,626 968,"475,9"
16,16 - Montérégie,1611,1611 - RLS de Champlain,1702,225 442,"755,0"
16,16 - Montérégie,1612,1612 - RLS du Haut-Richelieu - Rouville,627,195 297,"321,0"
16,16 - Montérégie,1621,1621 - RLS Pierre-Boucher,1782,262 440,"679,0"
16,16 - Montérégie,1622,1622 - RLS de Richelieu-Yamaska,816,220 957,"369,3"
16,16 - Montérégie,1623,1623 - RLS Pierre-De Saurel,46,51 371,"89,5"
16,16 - Montérégie,1631,1631 - RLS de Vaudreuil-Soulanges,648,160 002,"405,0"
16,16 - Montérégie,1632,1632 - RLS du Suroît,456,60 523,"753,4"
16,16 - Montérégie,1633,1633 - RLS du Haut-Saint-Laurent,66,24 346,"271,1"
16,16 - Montérégie,1634,1634 - RLS de Jardins-Roussillon,920,232 373,"395,9"
16,16 - Montérégie,,Total,7091,1 432 751,"494,9"
17,17 - Nunavik,1701,1701 - Nunavik,16,14 260,"112,2"
17,17 - Nunavik,,Total,16,14 260,"112,2"
18,18 - Terres-Cries-de-la-Baie-James,1801,1801 - Terres-Cries-de-la-Baie-James,10,18 385,"54,4"
18,18 - Terres-Cries-de-la-Baie-James,,Total,10,18 385,"54,4"
