No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,154,8,26,0,204,1.2 %
02,02 - Saguenay-Lac-Saint-Jean,0,161,187,11,151,12,522,3.1 %
03,03 - Capitale-Nationale,7,662,450,42,500,38,1699,10.2 %
04,04 - Mauricie et Centre-du-Québec,4,158,863,23,114,5,1167,7.0 %
05,05 - Estrie,4,193,265,26,196,16,700,4.2 %
06,06 - Montréal,218,2857,1535,161,821,81,5673,34.0 %
07,07 - Outaouais,11,98,145,15,70,8,347,2.1 %
08,08 - Abitibi-Témiscamingue,3,40,60,6,19,1,129,0.8 %
09,09 - Côte-Nord,0,0,57,0,1,0,58,0.3 %
10,10 - Nord-du-Québec,0,0,6,0,0,0,6,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,61,0,13,0,90,0.5 %
12,12 - Chaudière-Appalaches,5,176,315,11,204,6,717,4.3 %
13,13 - Laval,6,558,305,59,222,12,1162,7.0 %
14,14 - Lanaudière,3,333,289,26,185,6,842,5.0 %
15,15 - Laurentides,64,280,340,66,122,14,886,5.3 %
16,16 - Montérégie,16,734,981,78,641,13,2463,14.8 %
17,17 - Nunavik,0,0,11,0,0,0,11,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,18,0,0,1,19,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),344,6279,6044,532,3285,213,16697,
9999,Ensemble du Québec (%),2.1 %,37.6 %,36.2 %,3.2 %,19.7 %,1.3 %,.,100.0 %

