,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,13051,102,13012,39,90,0,11748,1213,197738.33333,6600.14,613.67,45.51,83
02,02 - Saguenay-Lac-Saint-Jean,22339,105,21981,358,320,0,20789,1230,278600,8018.31,441.50,114.86,162
03,03 - Capitale-Nationale,68668,267,68303,365,1319,3,62650,4699,761103.66667,9022.16,612.98,173.30,370
04,04 - Mauricie et Centre-du-Québec,45440,173,45202,238,798,4,41545,3097,527666.66667,8611.50,584.03,151.23,302
05,05 - Estrie,39761,125,39236,525,507,0,37896,1358,502406,7914.12,267.33,100.91,128
06,06 - Montréal,273615,381,270276,3339,5243,6,261346,7026,2061667.3333,13271.54,339.18,254.31,714
07,07 - Outaouais,33880,57,33434,446,271,0,32468,1141,405378.66667,8357.62,278.47,66.85,123
08,08 - Abitibi-Témiscamingue,6445,41,6406,39,51,0,5616,778,147876.33333,4358.37,525.89,34.49,97
09,09 - Côte-Nord,4337,53,4310,27,14,0,3626,697,90082.333333,4814.48,777.31,15.54,66
10,10 - Nord-du-Québec,870,7,723,147,1,0,802,67,13383.666667,6500.46,503.61,7.47,11
11,11 - Gaspésie-Îles-de-la-Madeleine,4761,25,4725,36,50,0,4458,253,90783.333333,5244.35,278.34,55.08,24
12,12 - Chaudière-Appalaches,49309,161,49033,276,504,2,46143,2662,434525.66667,11347.78,609.75,115.99,224
13,13 - Laval,64073,96,62111,1962,1016,2,61767,1290,445993.33333,14366.36,286.59,227.81,156
14,14 - Lanaudière,60441,124,59727,714,679,2,57499,2263,530581,11391.47,421.41,127.97,273
15,15 - Laurentides,65628,179,65021,607,657,0,62937,2034,640046.66667,10253.63,313.54,102.65,336
16,16 - Montérégie,123792,291,121887,1905,1955,1,116968,4869,1452381.3333,8523.38,331.94,134.61,490
17,17 - Nunavik,2347,12,2343,4,9,0,2188,150,14619,16054.45,1008.67,61.56,45
18,18 - Terres-Cries-de-la-Baie-James,1907,24,1693,214,10,0,1709,188,18660.333333,10219.54,990.99,53.59,23
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2524,17,2516,8,1,0,2474,49,.,.,.,.,18
999,Ensemble du Québec,883192,2240,871942,11250,13495,20,834633,35064,8613493.6667,10253.59,404.09,156.67,3645

