Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;8;107;97,4;5633;5128,3;0;;0;
5-9 ans;23;269;250;8001;7437,3;0;;0;
10-19 ans;18;259;130,2;16882;8487;0;;0;
20-29 ans;14;205;63;25968;7975,9;0;;< 5;n.p.
30-39 ans;21;263;80,1;23102;7038,7;0;;7;n.p.
40-49 ans;21;289;104,1;21892;7886,3;0;;24;* 8,6
50-59 ans;15;160;62,4;17475;6812,9;< 5;n.p.;113;44,1
60-69 ans;9;94;43,5;10588;4894,3;< 5;n.p.;340;157,2
70-79 ans;6;60;41,5;6869;4753,4;< 5;n.p.;846;585,4
80 ans et +;7;45;44,7;12244;12172,1;< 5;n.p.;3501;3480,4
Manquant;0;0;;88;;0;;0;
Total;142;1751;84,8;148742;7200,7;12;* 0,6;4834;234
