,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2020,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1244,12,1231,13,24,0,1148,72,197074,631.23,36.53,12.18
02,02 - Saguenay–Lac-Saint-Jean,7601,55,7427,174,217,3,6790,594,277632,2737.80,213.95,78.16
03,03 - Capitale-Nationale,17540,226,17255,285,669,6,14602,2269,755459,2321.77,300.35,88.56
04,04 - Mauricie et Centre-du-Québec,9700,172,9484,216,351,2,8133,1216,522341,1857.02,232.80,67.20
05,05 - Estrie,7733,123,7373,360,166,2,6549,1018,493163,1568.04,206.42,33.66
06,06 - Montréal,70402,754,67622,2780,3847,7,59061,7494,2065657,3408.21,362.79,186.24
07,07 - Outaouais,4723,39,4408,315,112,5,4156,455,401032,1177.71,113.46,27.93
08,08 - Abitibi-Témiscamingue,340,6,307,33,4,0,311,25,147616,230.33,16.94,2.71
09,09 - Côte-Nord,301,3,288,13,3,0,278,20,90033,334.32,22.21,3.33
10,10 - Nord-du-Québec,73,1,71,2,0,0,64,9,13558,538.43,66.38,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1578,6,1559,19,42,0,1487,49,89998,1753.37,54.45,46.67
12,12 - Chaudière-Appalaches,8115,101,7862,253,184,2,7052,879,430309,1885.85,204.27,42.76
13,13 - Laval,16438,250,15099,1339,754,5,13826,1858,442745,3712.75,419.65,170.30
14,14 - Lanaudière,14975,144,14269,706,391,2,13291,1293,520092,2879.30,248.61,75.18
15,15 - Laurentides,10779,170,10178,601,359,1,9312,1108,626968,1719.23,176.72,57.26
16,16 - Montérégie,28071,445,26645,1426,1040,6,23793,3238,1432751,1959.24,226.00,72.59
17,17 - Nunavik,31,2,29,2,0,0,29,2,14260,217.39,14.03,0.00
18,18 - Terres-Cries-de-la-Baie-James,19,0,19,0,2,0,17,0,18385,103.35,0.00,10.88
98,Inconnu,4,0,4,0,0,0,4,0,           .,         .  ,         .  ,         .  
99,Hors Québec,155,2,153,2,0,0,142,13,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,199822,2511,191283,8539,8165,41,170045,21612,8539073,2340.09,253.10,95.62
