No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,6,0,24,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,67,70,1,71,7,217,2.7 %
3,03 - Capitale-Nationale,3,345,96,7,202,16,669,8.2 %
4,04 - Mauricie et Centre-du-Québec,6,124,118,20,78,5,351,4.3 %
5,05 - Estrie,2,86,21,7,43,7,166,2.0 %
6,06 - Montréal,199,2557,439,110,493,49,3847,47.1 %
7,07 - Outaouais,7,36,27,11,31,0,112,1.4 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.0 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,15,0,13,0,42,0.5 %
12,12 - Chaudière-Appalaches,5,68,46,6,55,4,184,2.3 %
13,13 - Laval,2,473,79,45,149,6,754,9.2 %
14,14 - Lanaudière,3,220,75,7,84,2,391,4.8 %
15,15 - Laurentides,59,132,62,31,63,12,359,4.4 %
16,16 - Montérégie,13,484,186,48,296,13,1040,12.7 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),303,4613,1245,297,1585,122,8165,
9999,Ensemble du Québec (%),3.7 %,56.5 %,15.2 %,3.6 %,19.4 %,1.5 %,           .,100.0 %
