Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;8;92;83,8;9831;8950,1;0;;0;
5-9 ans;< 5;64;59,5;15066;14004,5;0;;0;
10-19 ans;7;152;76,4;30688;15427,7;0;;0;
20-29 ans;38;726;223;59370;18235,2;0;;5;n.p.
30-39 ans;55;892;271,8;53751;16376,9;0;;12;* 3,7
40-49 ans;67;896;322,8;46430;16725,8;0;;34;* 12,2
50-59 ans;47;748;291,6;35465;13826,5;0;;146;56,9
60-69 ans;30;540;249,6;20547;9497,8;< 5;n.p.;396;183,1
70-79 ans;35;500;346;12444;8611,3;< 5;n.p.;962;665,7
80 ans et +;62;659;655,1;19346;19232,3;20;* 19,9;3872;3849,3
Manquant;< 5;< 5;;214;;0;;0;
Total;353;5271;255,2;303152;14675,8;27;* 1,3;5427;262,7
