date,0d,1d,2d,3d
2022-01-05,2331,788,12159,1839
2022-01-06,2109,697,10750,1853
2022-01-07,1649,571,8009,1762
2022-01-08,1242,395,6165,1481
2022-01-09,976,291,5005,1293
2022-01-10,1032,287,5066,1336
2022-01-11,807,258,4096,1505
2022-01-12,746,239,3840,1771
2022-01-13,683,215,3359,1541
2022-01-14,588,198,3102,1427
2022-01-15,448,171,2564,1382
2022-01-16,436,137,2200,1070
2022-01-17,560,166,2495,1171
2022-01-18,544,198,2916,1425
2022-01-19,519,160,2481,1481
2022-01-20,483,177,2285,1419
2022-01-21,468,158,1938,1306
2022-01-22,343,105,1328,1050
2022-01-23,348,108,1215,869
2022-01-24,436,172,1631,1179
2022-01-25,484,198,1886,1501
2022-01-26,474,220,1540,1334
2022-01-27,453,209,1432,1369
2022-01-28,419,160,1362,1284
2022-01-29,349,150,1085,950
2022-01-30,328,138,901,948
2022-01-31,395,186,1268,1272
2022-02-01,506,216,1521,1443
2022-02-02,452,233,1464,1510
2022-02-03,360,161,1182,1223
2022-02-04,362,152,1114,1214
2022-02-05,273,99,733,1001
2022-02-06,266,84,723,901
2022-02-07,369,126,1140,1320
2022-02-08,410,125,1102,1449
2022-02-09,308,128,998,1264
2022-02-10,348,89,924,1124
2022-02-11,274,84,838,1172
2022-02-12,195,42,504,746
2022-02-13,185,53,475,756
2022-02-14,228,80,671,1003
2022-02-15,207,66,699,1031
2022-02-16,239,53,632,934
2022-02-17,220,56,504,914
2022-02-18,173,42,466,758
