No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,164,n.d.,20742,      790.67,n.d.
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,259,0,34840,      743.40,        0.00
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,85,n.d.,19055.5,      446.07,n.d.
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,28,0,8507,      329.14,        0.00
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,582,n.d.,57728,     1008.18,n.d.
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,82,n.d.,17948.5,      456.86,n.d.
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,206,0,20658.5,      997.17,        0.00
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,50,n.d.,17455,      286.45,n.d.
01,01 - Bas-Saint-Laurent,,Total,1470,15,196934.5,      746.44,        7.62
02,02 - Saguenay–Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,312,16,31025,     1005.64,       51.66
02,02 - Saguenay–Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,678,21,25019.5,     2709.89,       84.08
02,02 - Saguenay–Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,2294,9,52281,     4387.83,       17.22
02,02 - Saguenay–Lac-Saint-Jean,0214,0214 - RLS de Jonquière,2043,18,67384,     3031.88,       26.73
02,02 - Saguenay–Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,2780,27,79237.5,     3508.44,       34.06
02,02 - Saguenay–Lac-Saint-Jean,0216,0216 - RLS de La Baie,620,6,22558,     2748.47,       26.62
02,02 - Saguenay–Lac-Saint-Jean,,Total,8762,97,277505,     3157.42,       34.97
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,1353,57,55121,     2454.60,      102.99
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,9986,439,321832.5,     3102.86,      136.06
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,9406,283,352784,     2666.22,       79.91
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,508,5,28065.5,     1810.05,       17.85
03,03 - Capitale-Nationale,,Total,21463,786,757803,     2832.27,      103.40
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,314,19,15002,     2093.05,      126.80
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,387,12,25591.5,     1512.22,       46.84
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,520,17,22969.5,     2263.87,       73.98
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,1336,73,64680,     2065.55,      112.80
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,3454,150,143710,     2403.45,      104.17
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,732,34,44674,     1638.54,       76.01
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,3167,200,108252,     2925.58,      184.11
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,2218,57,98452.5,     2252.86,       57.77
04,04 - Mauricie et Centre-du-Québec,,Total,12234,565,523331.5,     2337.72,      107.76
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,841,54,56363,     1492.11,       95.40
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,2755,76,106352,     2590.45,       71.13
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,641,30,52727.5,     1215.68,       56.67
05,05 - Estrie,0514,0514 - RLS de Coaticook,396,15,18758.5,     2111.04,       79.89
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,3780,134,170859,     2212.35,       78.07
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,567,46,31559.5,     1796.61,      145.44
05,05 - Estrie,0517,0517 - RLS d'Asbestos,515,7,14238.5,     3616.95,       49.23
05,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,381,16,22777.5,     1672.70,       70.16
05,05 - Estrie,0519,0519 - RLS du Granit,753,49,21331,     3530.07,      229.93
05,05 - Estrie,,Total,10634,427,494966.5,     2148.43,       85.96
06,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,7143,424,224851,     3176.77,      188.36
06,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,6742,378,149985,     4495.12,      251.25
06,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,4908,217,131806.5,     3723.64,      164.16
06,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,11301,704,246803,     4578.96,      283.98
06,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,5404,240,166781,     3240.18,      143.42
06,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,5157,284,162162,     3180.15,      174.23
06,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,8459,708,162793,     5196.17,      432.52
06,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,11249,742,172965.5,     6503.61,      427.88
06,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,3762,180,115764,     3249.71,      155.11
06,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,9182,604,139539.5,     6580.22,      431.68
06,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,11514,870,209153.5,     5505.05,      415.10
06,06 - Montréal,0653,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,7808,451,189456.5,     4121.26,      237.60
06,06 - Montréal,,Total,94863,5867,2072060.5,     4578.20,      282.28
07,07 - Outaouais,0711,0711 - RLS du Pontiac,64,n.d.,20175.5,      317.22,n.d.
07,07 - Outaouais,0712,0712 - RLS de la Vallée-de-la-Gatineau,401,9,20531.5,     1953.10,       43.88
07,07 - Outaouais,0713,0713 - RLS des Collines-de-l'Outaouais,322,24,39071.5,      824.13,       61.14
07,07 - Outaouais,0714,0714 - RLS de Grande-Rivière - Hull - Gatineau,4302,81,265865.5,     1618.11,       30.31
07,07 - Outaouais,0715,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,730,14,57100,     1278.46,       24.44
07,07 - Outaouais,,Total,5846,130,402744,     1451.54,       32.14
08,08 - Abitibi-Témiscamingue,0811,0811 - RLS de l'Abitibi-Ouest,75,20,20503.5,      365.79,       97.66
08,08 - Abitibi-Témiscamingue,0812,0812 - RLS de l'Abitibi,111,12,24736.5,      448.73,       48.50
08,08 - Abitibi-Témiscamingue,0813,0813 - RLS de Rouyn-Noranda,284,n.d.,43239,      656.81,n.d.
08,08 - Abitibi-Témiscamingue,0814,0814 - RLS de la Vallée-de-l'Or,185,6,43569.5,      424.61,       13.77
08,08 - Abitibi-Témiscamingue,0815,0815 - RLS du Témiscaming,46,0,15588.5,      295.09,        0.00
08,08 - Abitibi-Témiscamingue,,Total,707,41,147637,      478.88,       27.77
09,09 - Côte-Nord,0911,0911 - RLS de Caniapiscau,6,0,3216,      186.57,        0.00
09,09 - Côte-Nord,0912,0912 - RLS de la Haute-Côte-Nord - Manicouagan,132,n.d.,40315.5,      327.42,n.d.
09,09 - Côte-Nord,0913,0913 - RLS de Port-Cartier,88,0,7285.5,     1207.88,        0.00
09,09 - Côte-Nord,0914,0914 - RLS de Sept-Îles,90,n.d.,27264.5,      330.10,n.d.
09,09 - Côte-Nord,0915,0915 - RLS de la Minganie,17,0,6419,      264.84,        0.00
09,09 - Côte-Nord,0916,0916 - RLS de la Basse-Côte-Nord,6,0,4556.5,      131.68,        0.00
09,09 - Côte-Nord,0917,0917 - RLS de Kawawachikamach,0,0,643.5,        0.00,        0.00
09,09 - Côte-Nord,,Total,342,n.d.,89700.5,      381.27,n.d.
10,10 - Nord-du-Québec,1001,1001 - Nord-du-Québec,87,0,13521.5,      643.42,        0.00
10,10 - Nord-du-Québec,,Total,87,0,13521.5,      643.42,        0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1111,1111 - RLS de la Baie-des-Chaleurs,760,0,32134,     2365.10,        0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1112,1112 - RLS de la Haute-Gaspésie,38,0,10536.5,      360.65,        0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1113,1113 - RLS de La Côte-de-Gaspé,429,0,18730,     2290.44,        0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1114,1114 - RLS du Rocher-Percé,405,n.d.,15831.5,     2558.19,n.d.
11,11 - Gaspésie–Îles-de-la-Madeleine,1121,1121 - RLS des Îles-de-la-Madeleine,36,0,12591,      285.92,        0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,,Total,1685,n.d.,89823,     1875.91,n.d.
12,12 - Chaudière-Appalaches,1211,1211 - RLS Alphonse-Desjardins,5900,184,258909.5,     2278.79,       70.85
12,12 - Chaudière-Appalaches,1212,1212 - RLS de la région de Thetford,1239,39,42474,     2917.08,       91.88
12,12 - Chaudière-Appalaches,1213,1213 - RLS de Beauce,2928,150,73287,     3995.25,      204.36
12,12 - Chaudière-Appalaches,1214,1214 - RLS des Etchemins,397,38,16401.5,     2420.51,      232.03
12,12 - Chaudière-Appalaches,1215,1215 - RLS de Montmagny-L'Islet,527,13,40037.5,     1316.27,       32.51
12,12 - Chaudière-Appalaches,,Total,11025,424,431109.5,     2557.35,       98.17
13,13 - Laval,1311,1311 - RLS de Laval,22277,1109,444658.5,     5009.91,      248.34
13,13 - Laval,,Total,22277,1109,444658.5,     5009.91,      248.34
14,14 - Lanaudière,1411,1411 - RLS de Lanaudière-Nord,7444,235,224162,     3320.81,      104.34
14,14 - Lanaudière,1412,1412 - RLS de Lanaudière-Sud,10961,586,298205,     3675.66,      195.71
14,14 - Lanaudière,,Total,18748,853,522367,     3589.05,      162.59
15,15 - Laurentides,1511,1511 - RLS d'Antoine-Labelle,570,67,35581,     1601.98,      188.30
15,15 - Laurentides,1512,1512 - RLS des Laurentides,790,31,48185,     1639.51,       64.11
15,15 - Laurentides,1513,1513 - RLS des Pays-d'en-Haut,841,19,44594,     1885.90,       42.39
