,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1470,2,1454,16,30,0,1425,15,196934.5,746.44,7.62,15.23
02,02 - Saguenay–Lac-Saint-Jean,8762,4,8574,188,262,0,8403,97,277505,3157.42,34.97,94.41
03,03 - Capitale-Nationale,21463,45,21139,324,927,3,19750,786,757803,2832.27,103.40,122.33
04,04 - Mauricie et Centre-du-Québec,12234,19,12007,227,451,4,11218,565,523331.5,2337.72,107.76,86.18
05,05 - Estrie,10634,10,10222,412,277,1,9930,427,494966.5,2148.43,85.96,55.96
06,06 - Montréal,94863,343,92029,2834,4327,11,84669,5867,2072060.5,4578.20,282.28,208.83
07,07 - Outaouais,5846,9,5463,383,153,0,5563,130,402744,1451.54,32.14,37.99
08,08 - Abitibi-Témiscamingue,707,-1,674,33,5,0,661,41,147637,478.88,27.77,3.39
09,09 - Côte-Nord,342,2,328,14,3,0,337,2,89700.5,381.27,2.24,3.34
10,10 - Nord-du-Québec,87,-1,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1685,0,1666,19,45,0,1639,1,89823,1875.91,1.12,50.10
12,12 - Chaudière-Appalaches,11025,18,10763,262,260,0,10341,424,431109.5,2557.35,98.17,60.31
13,13 - Laval,22277,117,20824,1453,835,6,20333,1109,444658.5,5009.91,248.34,187.78
14,14 - Lanaudière,18748,65,18038,710,468,2,17427,853,522367,3589.05,162.59,89.59
15,15 - Laurentides,14676,66,14079,597,439,1,13393,844,630238,2328.64,133.23,69.66
16,16 - Montérégie,38266,189,36714,1552,1342,4,34555,2369,1438226,2660.64,164.09,93.31
17,17 - Nunavik,39,2,37,2,0,0,37,2,14336.5,272.03,13.88,0.00
18,18 - Terres-Cries-de-la-Baie-James,114,1,114,0,2,0,86,26,18507,615.98,139.57,10.81
98,Inconnu,4,0,4,0,0,0,4,0,           .,         .  ,         .  ,         .  
99,Hors Québec,231,0,227,4,0,0,225,6,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,263473,890,254441,9032,9826,32,240083,13564,8565469.5,3075.99,157.87,114.72
