,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3876,8,3850,26,43,0,3638,195,196934.5,1968.17,99.09,21.83
02,02 - Saguenay-Lac-Saint-Jean,10826,11,10605,221,269,0,10393,164,277505,3901.19,59.13,96.94
03,03 - Capitale-Nationale,32453,18,32101,352,1105,0,31089,259,757803,4282.51,34.07,145.82
04,04 - Mauricie et Centre-du-Québec,15003,10,14764,239,517,0,14286,200,523331.5,2866.83,38.14,98.79
05,05 - Estrie,14536,31,14022,514,345,2,13761,430,494966.5,2936.76,86.56,69.70
06,06 - Montréal,130466,114,127539,2927,4733,2,123721,2012,2072060.5,6296.44,96.80,228.42
07,07 - Outaouais,12070,16,11623,447,211,0,11636,223,402744,2996.94,55.14,52.39
08,08 - Abitibi-Témiscamingue,1111,0,1078,33,9,0,1099,3,147637,752.52,2.03,6.10
09,09 - Côte-Nord,570,1,551,19,3,0,556,11,89700.5,635.45,12.31,3.34
10,10 - Nord-du-Québec,109,0,107,2,0,0,103,6,13521.5,806.12,44.49,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1993,2,1973,20,45,0,1885,63,89823,2218.81,70.27,50.10
12,12 - Chaudière-Appalaches,18709,32,18429,280,348,0,17977,384,431109.5,4339.73,88.91,80.72
13,13 - Laval,31065,18,29260,1805,908,0,29832,325,444658.5,6986.26,72.78,204.20
14,14 - Lanaudière,23701,15,22990,711,515,0,22963,223,522367,4537.23,42.51,98.59
15,15 - Laurentides,20624,26,20020,604,502,2,19892,230,630238,3272.41,36.31,79.65
16,16 - Montérégie,50456,37,48508,1948,1545,0,48298,613,1438226,3508.21,42.46,107.42
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,418,7,413,5,0,0,394,24,.,.,.,.
999,Ensemble du Québec,368155,346,358000,10155,11101,6,351689,5365,8565469.5,4298.13,62.44,129.60

