Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;n.d.;74;67,4;4734;4309,8;0;;0;
5-9 ans;n.d.;57;53;6249;5808,7;0;;0;
10-19 ans;n.d.;154;77,4;14462;7270,4;0;;0;
20-29 ans;n.d.;206;63,3;22264;6838,3;0;;< 5;n.p.
30-39 ans;n.d.;156;47,5;20256;6171,6;0;;7;n.p.
40-49 ans;n.d.;112;40,3;19660;7082,3;0;;22;* 7,9
50-59 ans;n.d.;82;32;16161;6300,6;< 5;n.p.;102;39,8
60-69 ans;n.d.;40;18,5;9863;4559,2;< 5;n.p.;327;151,2
70-79 ans;n.d.;19;* 13,1;6432;4451;< 5;n.p.;832;575,7
80 ans et +;n.d.;15;* 14,9;11935;11864,9;6;n.p.;3464;3443,6
Manquant;n.d.;0;;93;;0;;0;
Total;26;915;44,3;132109;6395,5;14;* 0,7;4757;230,3
