,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3943,-1,3917,26,51,0,3870,22,196934.5,2002.19,11.18,25.90
02,02 - Saguenay-Lac-Saint-Jean,10998,0,10777,221,270,0,10702,26,277505,3963.17,9.37,97.30
03,03 - Capitale-Nationale,32711,7,32359,352,1112,1,31536,63,757803,4316.56,8.29,146.74
04,04 - Mauricie et Centre-du-Québec,15157,1,14918,239,519,-1,14595,43,523331.5,2896.25,8.20,99.17
05,05 - Estrie,14841,2,14323,518,351,1,14424,66,494966.5,2998.38,13.29,70.91
06,06 - Montréal,132109,26,129188,2921,4757,1,126702,650,2072060.5,6375.73,31.27,229.58
07,07 - Outaouais,12385,12,11938,447,214,0,12076,95,402744,3075.15,23.49,53.14
08,08 - Abitibi-Témiscamingue,1140,2,1107,33,9,0,1113,18,147637,772.16,12.19,6.10
09,09 - Côte-Nord,572,0,553,19,3,0,568,1,89700.5,637.68,1.12,3.34
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2052,0,2032,20,45,0,1976,31,89823,2284.49,34.58,50.10
12,12 - Chaudière-Appalaches,19204,8,18923,281,357,0,18712,135,431109.5,4454.55,31.26,82.81
13,13 - Laval,31414,4,29603,1811,911,0,30400,103,444658.5,7064.75,23.06,204.88
14,14 - Lanaudière,23926,17,23215,711,516,0,23304,106,522367,4580.30,20.20,98.78
15,15 - Laurentides,20899,6,20295,604,506,0,20345,48,630238,3316.05,7.58,80.29
16,16 - Montérégie,51133,19,49180,1953,1553,2,49364,216,1438226,3555.28,14.96,107.98
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,455,2,450,5,0,0,448,7,.,.,.,.
999,Ensemble du Québec,373217,105,363052,10165,11177,4,360410,1630,8565469.5,4357.23,18.97,130.49

