Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;14;293;266,7;4081;3715,3;0;;0;
5-9 ans;14;378;351,4;5572;5179,4;0;;0;
10-19 ans;67;753;378,6;12793;6431,4;0;;0;
20-29 ans;66;875;268,8;19879;6105,7;0;;< 5;n.p.
30-39 ans;59;762;232,2;18325;5583,3;0;;7;n.p.
40-49 ans;54;685;246,8;17756;6396,4;< 5;n.p.;20;* 7,2
50-59 ans;46;615;239,8;14625;5701,8;< 5;n.p.;93;36,3
60-69 ans;20;324;149,8;9173;4240,2;< 5;n.p.;307;141,9
70-79 ans;11;150;103,8;6129;4241,3;7;n.p.;805;557,1
80 ans et +;6;87;86,5;11656;11587,5;12;* 11,9;3411;3391
Manquant;< 5;< 5;;87;;0;;0;
Total;358;4925;238,4;120076;5813;25;* 1,2;4646;224,9
