,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,2623,26,2603,20,37,0,2330,256,196934.5,1331.91,130.08,18.79
02,02 - Saguenay-Lac-Saint-Jean,10000,30,9790,210,266,0,9518,216,277505,3603.54,77.87,95.85
03,03 - Capitale-Nationale,30028,195,29679,349,1056,0,26691,2281,757803,3962.51,300.07,139.35
04,04 - Mauricie et Centre-du-Québec,13887,33,13652,235,509,0,13022,356,523331.5,2653.58,67.90,97.26
05,05 - Estrie,12819,55,12326,493,330,0,12081,408,494966.5,2589.87,82.13,66.67
06,06 - Montréal,122902,246,119994,2908,4663,2,115052,3187,2072060.5,5931.39,153.33,225.04
07,07 - Outaouais,10602,101,10157,445,186,1,9454,962,402744,2632.44,237.85,46.18
08,08 - Abitibi-Témiscamingue,1091,3,1058,33,9,0,1044,38,147637,738.97,25.74,6.10
09,09 - Côte-Nord,445,14,429,16,3,0,399,43,89700.5,496.10,48.12,3.34
10,10 - Nord-du-Québec,90,0,88,2,0,0,90,0,13521.5,665.61,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1812,1,1793,19,45,0,1736,31,89823,2017.30,34.58,50.10
12,12 - Chaudière-Appalaches,15635,169,15358,277,304,0,13918,1413,431109.5,3626.69,327.15,70.52
13,13 - Laval,29009,89,27296,1713,898,1,27427,684,444658.5,6523.88,153.17,201.95
14,14 - Lanaudière,22662,31,21952,710,507,1,21718,437,522367,4338.33,83.29,97.06
15,15 - Laurentides,19256,60,18651,605,495,0,18226,535,630238,3055.35,84.45,78.54
16,16 - Montérégie,47029,156,45110,1919,1527,0,44152,1350,1438226,3269.93,93.51,106.17
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,5,0,5,0,0,0,4,1,.,.,.,.
99,Hors Québec,337,8,332,5,0,0,314,23,.,.,.,.
999,Ensemble du Québec,340397,1217,330436,9961,10838,5,317338,12221,8565469.5,3974.06,142.24,126.53

