Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;16;254;231,2;4230;3851;0;;0;
5-9 ans;25;321;298,4;5729;5325,3;0;;0;
10-19 ans;32;741;372,5;13188;6630;0;;0;
20-29 ans;47;858;263,5;20404;6267;0;;< 5;n.p.
30-39 ans;36;769;234,3;18784;5723,1;0;;7;n.p.
40-49 ans;31;692;249,3;18199;6556;0;;20;* 7,2
50-59 ans;40;631;246;15008;5851,1;0;;93;36,3
60-69 ans;14;301;139,1;9365;4329;7;n.p.;314;145,1
70-79 ans;< 5;128;88,6;6199;4289,7;9;n.p.;811;561,2
80 ans et +;< 5;92;91,5;11710;11641,2;7;n.p.;3415;3394,9
Manquant;-3;< 5;;86;;0;;0;
Total;246;4789;231,8;122902;5949,8;23;* 1,1;4663;225,7
