,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1486,1,1469,17,30,0,1438,18,196934.5,754.57,9.15,15.23
02,02 - Saguenay–Lac-Saint-Jean,8772,0,8584,188,263,1,8489,20,277505,3161.02,7.21,94.77
03,03 - Capitale-Nationale,21819,31,21489,330,955,0,20377,487,757803,2879.24,64.07,126.02
04,04 - Mauricie et Centre-du-Québec,12480,32,12251,229,482,2,11587,411,523331.5,2384.72,78.39,92.10
05,05 - Estrie,10978,48,10556,422,288,2,10310,380,494966.5,2217.93,76.49,58.19
06,06 - Montréal,99268,499,96421,2847,4406,11,89447,5415,2072060.5,4790.79,260.53,212.64
07,07 - Outaouais,5968,8,5575,393,156,0,5710,102,402744,1481.83,25.22,38.73
08,08 - Abitibi-Témiscamingue,734,1,701,33,7,1,704,23,147637,497.17,15.58,4.74
09,09 - Côte-Nord,349,1,334,15,3,0,337,9,89700.5,389.07,10.07,3.34
10,10 - Nord-du-Québec,86,-1,84,2,0,0,86,0,13521.5,636.02,0.00,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1691,0,1672,19,45,0,1643,3,89823,1882.59,3.35,50.10
12,12 - Chaudière-Appalaches,11380,38,11118,262,277,2,10745,358,431109.5,2639.70,82.89,64.25
13,13 - Laval,23118,82,21654,1464,851,3,21343,924,444658.5,5199.05,206.91,191.38
14,14 - Lanaudière,19231,58,18519,712,478,0,18137,616,522367,3681.51,117.41,91.51
15,15 - Laurentides,15221,47,14624,597,454,1,14256,511,630238,2415.12,80.66,72.04
16,16 - Montérégie,39743,137,38118,1625,1415,11,36627,1701,1438226,2763.33,117.82,98.39
17,17 - Nunavik,43,3,41,2,0,0,41,2,14336.5,299.93,13.88,0.00
18,18 - Terres-Cries-de-la-Baie-James,114,0,114,0,2,0,107,5,18507,615.98,26.84,10.81
98,Inconnu,4,0,4,0,0,0,4,0,           .,         .  ,         .  ,         .  
99,Hors Québec,241,4,237,4,0,0,232,9,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,272726,989,263565,9161,10112,34,251620,10994,8565469.5,3184.02,127.96,118.06
