,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4599,8,4577,22,63,0,4461,75,196934.5,2335.29,38.11,31.99,13
02,02 - Saguenay-Lac-Saint-Jean,11548,21,11326,222,274,0,11210,64,277505,4161.37,23.07,98.74,2
03,03 - Capitale-Nationale,35884,53,35525,359,1140,0,34402,342,757803,4735.27,44.99,150.43,21
04,04 - Mauricie et Centre-du-Québec,18832,76,18594,238,575,0,17779,478,523331.5,3598.48,91.17,109.87,39
05,05 - Estrie,20626,173,20101,525,384,0,18912,1330,494966.5,4167.15,267.73,77.58,137
06,06 - Montréal,157505,394,154521,2984,4863,0,149873,2769,2072060.5,7601.37,133.22,234.69,272
07,07 - Outaouais,14650,31,14206,444,223,0,14294,133,402744,3637.55,32.88,55.37,11
08,08 - Abitibi-Témiscamingue,1518,16,1485,33,12,0,1387,119,147637,1028.20,80.59,8.13,20
09,09 - Côte-Nord,829,3,806,23,5,0,813,11,89700.5,924.19,12.31,5.57,0
10,10 - Nord-du-Québec,137,0,135,2,0,0,137,0,13521.5,1013.20,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2331,0,2310,21,48,0,2267,16,89823,2595.10,17.85,53.44,0
12,12 - Chaudière-Appalaches,24564,113,24293,271,385,0,23478,701,431109.5,5697.86,162.30,89.30,79
13,13 - Laval,38677,102,36735,1942,939,0,37122,616,444658.5,8698.14,137.94,211.17,63
14,14 - Lanaudière,28928,77,28218,710,534,0,27792,602,522367,5537.87,114.74,102.23,62
15,15 - Laurentides,27413,92,26809,604,531,0,26163,719,630238,4349.63,113.50,84.25,94
16,16 - Montérégie,61359,182,59439,1920,1602,2,58575,1182,1438226,4266.30,81.87,111.39,93
17,17 - Nunavik,1012,11,1004,8,1,0,901,110,14336.5,7058.91,763.20,6.98,16
18,18 - Terres-Cries-de-la-Baie-James,145,0,145,0,5,0,140,0,18507,783.49,0.00,27.02,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,1307,3,1300,7,1,0,1276,30,.,.,.,.,3
999,Ensemble du Québec,451868,1355,441532,10336,11585,2,430986,9297,8565469.5,5275.46,108.21,135.25,925

