No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,0,2,4,4,0,13,0.2 %
2,02 - Saguenay–Lac-Saint-Jean,1,39,26,0,10,6,82,1.2 %
3,03 - Capitale-Nationale,3,225,77,3,80,5,393,5.9 %
4,04 - Mauricie et Centre-du-Québec,6,124,46,14,50,2,242,3.6 %
5,05 - Estrie,1,13,12,0,23,3,52,0.8 %
6,06 - Montréal,189,2460,353,103,436,38,3579,53.3 %
7,07 - Outaouais,5,21,14,8,15,4,67,1.0 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,2,0,0,0,2,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,13,14,0,10,0,37,0.6 %
12,12 - Chaudière-Appalaches,5,31,28,6,37,3,110,1.6 %
13,13 - Laval,2,471,63,42,133,7,718,10.7 %
14,14 - Lanaudière,3,158,49,6,60,1,277,4.1 %
15,15 - Laurentides,59,111,55,30,61,11,327,4.9 %
16,16 - Montérégie,13,369,140,37,235,12,806,12.0 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),290,4035,884,253,1155,93,6710,
9999,Ensemble du Québec (%),4.3 %,60.1 %,13.2 %,3.8 %,17.2 %,1.4 %,           .,100.0 %
