,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,2067,35,2048,19,30,0,1668,369,196934.5,1049.59,187.50,15.23
02,02 - Saguenay-Lac-Saint-Jean,9493,32,9287,206,265,0,9005,223,277505,3420.84,80.40,95.49
03,03 - Capitale-Nationale,24703,305,24364,339,1018,0,22231,1454,757803,3259.82,191.28,134.34
04,04 - Mauricie et Centre-du-Québec,13250,30,13017,233,508,0,12590,152,523331.5,2531.86,28.99,97.07
05,05 - Estrie,12068,28,11597,471,323,1,11570,175,494966.5,2438.14,35.23,65.26
06,06 - Montréal,116588,388,113687,2901,4625,2,108561,3402,2072060.5,5626.67,163.68,223.21
07,07 - Outaouais,7803,143,7374,429,174,0,7024,605,402744,1937.46,149.58,43.20
08,08 - Abitibi-Témiscamingue,998,9,965,33,8,0,909,81,147637,675.98,54.86,5.42
09,09 - Côte-Nord,367,4,352,15,3,0,356,8,89700.5,409.14,8.95,3.34
10,10 - Nord-du-Québec,89,0,87,2,0,0,88,1,13521.5,658.21,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1751,1,1732,19,45,0,1702,4,89823,1949.39,4.46,50.10
12,12 - Chaudière-Appalaches,12505,84,12237,268,290,1,11741,474,431109.5,2900.66,109.75,67.27
13,13 - Laval,27355,76,25721,1634,890,0,25740,725,444658.5,6151.91,162.35,200.15
14,14 - Lanaudière,21759,33,21048,711,502,0,20899,358,522367,4165.46,68.24,96.10
15,15 - Laurentides,17954,52,17350,604,485,1,17089,380,630238,2848.77,59.98,76.96
16,16 - Montérégie,44471,95,42584,1887,1512,0,41951,1008,1438226,3092.07,69.82,105.13
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,286,-1,281,5,0,0,277,9,.,.,.,.
999,Ensemble du Québec,313676,1314,303898,9778,10681,5,293567,9428,8565469.5,3662.10,109.73,124.70

