No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,9,35,4,13,0,64,0.5 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,83,4,87,8,276,2.4 %
03,03 - Capitale-Nationale,4,530,222,32,326,28,1142,9.8 %
04,04 - Mauricie et Centre-du-Québec,5,154,286,22,110,5,582,5.0 %
05,05 - Estrie,3,133,104,19,122,12,393,3.4 %
06,06 - Montréal,208,2736,1013,137,709,73,4876,41.9 %
07,07 - Outaouais,11,79,63,14,53,3,223,1.9 %
08,08 - Abitibi-Témiscamingue,2,0,10,0,2,0,14,0.1 %
09,09 - Côte-Nord,0,0,4,0,1,0,5,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,20,0,13,0,48,0.4 %
12,12 - Chaudière-Appalaches,5,125,114,7,133,5,389,3.3 %
13,13 - Laval,2,510,186,53,187,5,943,8.1 %
14,14 - Lanaudière,3,250,147,12,122,3,537,4.6 %
15,15 - Laurentides,64,182,136,54,84,14,534,4.6 %
16,16 - Montérégie,15,621,434,62,474,9,1615,13.9 %
17,17 - Nunavik,0,0,3,0,0,0,3,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,4,0,0,1,5,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,1,0,0,0,1,0.0 %
999,Ensemble du Québec (n),325,5438,2865,420,2436,166,11650,
9999,Ensemble du Québec (%),2.8 %,46.7 %,24.6 %,3.6 %,20.9 %,1.4 %,.,100.0 %

