,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,5041,58,5019,22,64,0,4650,327,197776,2548.84,165.52,32.36,5
02,02 - Saguenay-Lac-Saint-Jean,12146,37,11921,225,276,0,11572,298,278602,4359.62,107.10,99.07,43
03,03 - Capitale-Nationale,38258,241,37899,359,1142,1,35493,1623,758366,5044.79,213.65,150.59,101
04,04 - Mauricie et Centre-du-Québec,21563,195,21323,240,582,0,19213,1768,526357.5,4096.65,335.46,110.57,122
05,05 - Estrie,24594,262,24069,525,393,4,21728,2473,499619.5,4922.55,492.92,78.66,195
06,06 - Montréal,170352,1656,167366,2986,4876,2,156297,9179,2056759,8282.55,449.14,237.07,508
07,07 - Outaouais,15710,142,15266,444,223,0,14741,746,403199,3896.34,184.19,55.31,32
08,08 - Abitibi-Témiscamingue,1710,34,1677,33,14,0,1559,137,147844,1156.62,92.70,9.47,3
09,09 - Côte-Nord,943,23,918,25,5,0,833,105,90289.5,1044.42,116.60,5.54,0
10,10 - Nord-du-Québec,140,0,138,2,0,0,139,1,13423.5,1042.95,7.48,0.00,1
11,11 - Gaspésie-Îles-de-la-Madeleine,2407,4,2384,23,48,0,2318,41,90727,2653.01,45.18,52.91,1
12,12 - Chaudière-Appalaches,28004,350,27733,271,389,0,25363,2252,433504,6459.92,518.62,89.73,125
13,13 - Laval,41470,234,39502,1968,943,0,38861,1666,443929,9341.58,374.21,212.42,132
14,14 - Lanaudière,31720,360,31009,711,537,0,29367,1816,527366.5,6014.79,342.41,101.83,112
15,15 - Laurentides,30681,296,30076,605,534,0,28080,2067,635711,4826.25,323.05,84.00,140
16,16 - Montérégie,67977,1137,66060,1917,1615,1,61623,4739,1445165.5,4703.75,326.62,111.75,336
17,17 - Nunavik,1065,3,1061,4,3,0,1053,9,14493,7348.38,61.54,20.70,0
18,18 - Terres-Cries-de-la-Baie-James,151,0,151,0,5,0,141,5,18505,816.00,26.79,27.02,1
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,1401,11,1394,7,1,0,1334,66,.,.,.,.,3
999,Ensemble du Québec,495337,5043,484969,10368,11650,8,454369,29318,8581637,5772.06,341.36,135.75,1860

