,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,,Nombre d'hospitalisations,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures,Total,Différence dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,20245,28,20206,39,167,0,19472,606,197738.33333,10238.28,306.58,84.46,53,816,1
02,02 - Saguenay-Lac-Saint-Jean,29807,26,29446,361,428,0,28730,649,278600,10698.85,232.95,153.63,49,1556,3
03,03 - Capitale-Nationale,87223,62,86862,361,1527,0,84060,1636,761103.66667,11460.07,213.42,200.63,160,4139,7
04,04 - Mauricie et Centre-du-Québec,58122,36,57882,240,992,1,55860,1270,527666.66667,11014.91,239.49,188.00,133,3094,6
05,05 - Estrie,48873,47,48349,524,600,0,47020,1253,502406,9727.79,246.66,119.43,80,2640,7
06,06 - Montréal,305660,151,302300,3360,5448,1,296734,3478,2061667.3333,14825.86,167.90,264.25,326,15780,13
07,07 - Outaouais,39316,16,38869,447,310,0,38514,492,405378.66667,9698.59,120.08,76.47,67,1786,9
08,08 - Abitibi-Témiscamingue,10662,17,10621,41,110,0,10396,156,147876.33333,7210.08,105.45,74.39,22,607,0
09,09 - Côte-Nord,8234,8,8208,26,45,0,7873,316,90082.333333,9140.53,352.41,49.95,35,466,1
10,10 - Nord-du-Québec,1447,5,1224,223,4,0,1408,35,13383.666667,10811.69,263.08,29.89,4,51,1
11,11 - Gaspésie-Îles-de-la-Madeleine,8848,10,8811,37,81,1,8580,187,90783.333333,9746.28,205.73,89.22,15,419,2
12,12 - Chaudière-Appalaches,60581,31,60298,283,630,0,59139,812,434525.66667,13941.87,186.00,144.99,87,2472,3
13,13 - Laval,70795,29,68834,1961,1099,0,69144,552,445993.33333,15873.56,122.63,246.42,55,3168,6
14,14 - Lanaudière,69017,29,68301,716,757,1,67437,823,530581,13007.82,153.26,142.67,87,2731,7
15,15 - Laurentides,78242,54,77636,606,744,0,76211,1287,640046.66667,12224.42,198.39,116.24,110,3570,5
16,16 - Montérégie,146814,70,144901,1913,2174,0,142268,2372,1452381.3333,10108.50,161.71,149.69,230,7839,13
17,17 - Nunavik,2980,1,2974,6,10,0,2944,26,14619,20384.43,174.84,68.40,3,105,0
18,18 - Terres-Cries-de-la-Baie-James,2888,0,2494,394,15,0,2844,29,18660.333333,15476.68,152.86,80.38,16,92,0
98,Inconnu,0,0,0,0,0,0,0,0,.,.,.,.,0,383,4
99,Hors Québec,2883,2,2875,8,2,0,2852,29,.,.,.,.,2,0,0
999,Ensemble du Québec,1052637,622,1041091,11546,15143,4,1021486,16008,8613493.6667,12220.79,184.48,175.81,1534,51714,88

