,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2020,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,728,10,716,12,16,1,573,139,197074,369.40,70.53,8.12
02,02 - Saguenay–Lac-Saint-Jean,4366,104,4222,144,103,7,3160,1103,277632,1572.59,397.29,37.10
03,03 - Capitale-Nationale,10952,153,10707,245,416,3,9431,1105,755459,1449.71,146.27,55.07
04,04 - Mauricie et Centre-du-Québec,6456,78,6254,202,254,5,5435,767,522341,1235.97,146.84,48.63
05,05 - Estrie,4193,40,3896,297,55,1,3599,539,493163,850.23,109.29,11.15
06,06 - Montréal,49029,284,46274,2755,3596,1,42734,2699,2065657,2373.53,130.66,174.09
07,07 - Outaouais,3399,64,3129,270,76,5,2943,380,401032,847.56,94.76,18.95
08,08 - Abitibi-Témiscamingue,258,0,226,32,4,0,253,1,147616,174.78,0.68,2.71
09,09 - Côte-Nord,200,1,188,12,2,0,181,17,90033,222.14,18.88,2.22
10,10 - Nord-du-Québec,52,0,50,2,0,0,41,11,13558,383.54,81.13,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1316,0,1298,18,38,1,1163,115,89998,1462.25,127.78,42.22
12,12 - Chaudière-Appalaches,4999,34,4764,235,120,1,4433,446,430309,1161.72,103.65,27.89
13,13 - Laval,10907,70,9716,1191,723,2,9648,536,442745,2463.49,121.06,163.30
14,14 - Lanaudière,10596,103,9896,700,308,5,9102,1186,520092,2037.33,228.04,59.22
15,15 - Laurentides,7683,37,7088,595,332,1,6994,357,626968,1225.42,56.94,52.95
16,16 - Montérégie,19067,145,17869,1198,843,12,16809,1415,1432751,1330.80,98.76,58.84
17,17 - Nunavik,29,0,27,2,0,0,29,0,14260,203.37,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,16,0,16,0,1,0,15,0,18385,87.03,0.00,5.44
98,Inconnu,3,0,3,0,0,0,3,0,           .,         .  ,         .  ,         .  
99,Hors Québec,81,1,79,2,0,0,78,3,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,134330,1124,126418,7912,6887,45,116624,10819,8539073,1573.12,126.70,80.65
