No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,9,36,4,13,0,65,0.5 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,91,4,88,8,285,2.4 %
03,03 - Capitale-Nationale,4,533,248,32,329,28,1174,9.8 %
04,04 - Mauricie et Centre-du-Québec,5,154,336,22,110,5,632,5.3 %
05,05 - Estrie,3,134,148,19,123,12,439,3.6 %
06,06 - Montréal,208,2749,1058,139,719,73,4946,41.1 %
07,07 - Outaouais,11,79,64,14,53,3,224,1.9 %
08,08 - Abitibi-Témiscamingue,2,0,19,0,2,0,23,0.2 %
09,09 - Côte-Nord,0,0,4,0,1,0,5,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,20,0,13,0,48,0.4 %
12,12 - Chaudière-Appalaches,5,129,135,7,136,5,417,3.5 %
13,13 - Laval,2,513,198,53,189,6,961,8.0 %
14,14 - Lanaudière,3,258,165,12,126,4,568,4.7 %
15,15 - Laurentides,64,183,139,54,84,14,538,4.5 %
16,16 - Montérégie,16,629,494,62,482,9,1692,14.1 %
17,17 - Nunavik,0,0,5,0,0,0,5,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,4,0,0,1,5,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,1,0,0,0,1,0.0 %
999,Ensemble du Québec (n),326,5479,3165,422,2468,168,12028,
9999,Ensemble du Québec (%),2.7 %,45.6 %,26.3 %,3.5 %,20.5 %,1.4 %,.,100.0 %

