No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,8,6,4,9,0,30,0.3 %
02,02 - Saguenay–Lac-Saint-Jean,1,93,73,3,85,8,263,2.6 %
03,03 - Capitale-Nationale,3,491,134,23,285,24,960,9.5 %
04,04 - Mauricie et Centre-du-Québec,6,148,206,21,98,5,484,4.8 %
05,05 - Estrie,3,123,50,17,87,11,291,2.9 %
06,06 - Montréal,200,2706,687,128,635,68,4424,43.6 %
07,07 - Outaouais,8,63,32,12,40,1,156,1.5 %
08,08 - Abitibi-Témiscamingue,0,0,6,0,1,0,7,0.1 %
09,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,15,17,0,13,0,45,0.4 %
12,12 - Chaudière-Appalaches,5,104,66,6,92,4,277,2.7 %
13,13 - Laval,2,505,118,51,169,6,851,8.4 %
14,14 - Lanaudière,3,249,107,11,106,2,478,4.7 %
15,15 - Laurentides,62,171,84,48,79,13,457,4.5 %
16,16 - Montérégie,15,597,311,59,431,8,1421,14.0 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),311,5273,1901,383,2130,151,10149,
9999,Ensemble du Québec (%),3.1 %,52.0 %,18.7 %,3.8 %,21.0 %,1.5 %,           .,100.0 %
