No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,181,8,26,0,231,1.3 %
02,02 - Saguenay-Lac-Saint-Jean,0,176,205,11,161,12,565,3.2 %
03,03 - Capitale-Nationale,9,685,501,42,510,41,1788,10.1 %
04,04 - Mauricie et Centre-du-Québec,4,158,929,23,114,5,1233,7.0 %
05,05 - Estrie,4,213,306,29,220,17,789,4.5 %
06,06 - Montréal,220,2901,1596,163,852,82,5814,32.9 %
07,07 - Outaouais,11,107,170,17,75,9,389,2.2 %
08,08 - Abitibi-Témiscamingue,3,42,64,6,20,1,136,0.8 %
09,09 - Côte-Nord,0,0,61,0,1,0,62,0.4 %
10,10 - Nord-du-Québec,0,0,6,0,0,0,6,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,66,0,13,0,95,0.5 %
12,12 - Chaudière-Appalaches,6,198,340,11,207,7,769,4.4 %
13,13 - Laval,6,582,344,64,234,12,1242,7.0 %
14,14 - Lanaudière,3,350,327,26,192,6,904,5.1 %
15,15 - Laurentides,64,289,392,69,136,14,964,5.5 %
16,16 - Montérégie,16,739,1153,81,649,13,2651,15.0 %
17,17 - Nunavik,0,0,11,0,0,0,11,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,18,0,0,1,19,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),349,6469,6672,550,3410,220,17670,
9999,Ensemble du Québec (%),2.0 %,36.6 %,37.8 %,3.1 %,19.3 %,1.2 %,.,100.0 %

