,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,,Nombre d'hospitalisations,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures,Total,Différence dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,21123,37,21084,39,176,0,20665,282,197738.33333,10682.30,142.67,89.01,27,906,0
02,02 - Saguenay-Lac-Saint-Jean,30658,20,30297,361,448,0,29967,243,278600,11004.31,87.22,160.80,21,1628,0
03,03 - Capitale-Nationale,89471,76,89110,361,1572,2,87104,795,761103.66667,11755.43,103.71,206.54,77,4385,0
04,04 - Mauricie et Centre-du-Québec,59371,50,59131,240,1012,0,57949,410,527666.66667,11251.61,77.32,191.79,33,3215,0
05,05 - Estrie,50119,38,49595,524,626,0,49099,394,502406,9975.80,77.56,124.60,44,2793,0
06,06 - Montréal,311472,187,308113,3359,5510,0,304097,1865,2061667.3333,15107.77,90.03,267.26,196,16315,0
07,07 - Outaouais,40106,26,39661,445,318,0,39517,271,405378.66667,9893.47,66.14,78.45,20,1882,0
08,08 - Abitibi-Témiscamingue,11217,25,11176,41,113,0,10947,157,147876.33333,7585.39,106.12,76.42,10,658,0
09,09 - Côte-Nord,8963,21,8937,26,46,0,8660,257,90082.333333,9949.79,286.61,51.06,40,544,0
10,10 - Nord-du-Québec,1551,4,1318,233,4,0,1533,14,13383.666667,11588.75,105.23,29.89,0,55,0
11,11 - Gaspésie-Îles-de-la-Madeleine,9240,9,9203,37,82,0,9021,137,90783.333333,10178.08,150.72,90.32,15,452,0
12,12 - Chaudière-Appalaches,61642,37,61359,283,669,0,60639,334,434525.66667,14186.04,76.51,153.96,37,2576,0
13,13 - Laval,72017,48,70057,1960,1122,1,70480,415,445993.33333,16147.55,92.20,251.57,35,3306,0
14,14 - Lanaudière,70275,73,69559,716,779,0,69103,393,530581,13244.91,73.18,146.82,36,2846,0
15,15 - Laurentides,80257,55,79652,605,766,0,78832,659,640046.66667,12539.24,101.58,119.68,80,3815,0
16,16 - Montérégie,150788,162,148874,1914,2256,2,147275,1257,1452381.3333,10382.12,85.70,155.33,114,8299,0
17,17 - Nunavik,3030,1,3024,6,10,0,3006,14,14619,20726.45,94.14,68.40,0,111,0
18,18 - Terres-Cries-de-la-Baie-James,2981,7,2585,396,17,0,2937,27,18660.333333,15975.06,142.32,91.10,2,101,0
98,Inconnu,0,0,0,0,0,0,0,0,.,.,.,.,0,388,0
99,Hors Québec,2978,1,2970,8,2,0,2957,19,.,.,.,.,3,0,0
999,Ensemble du Québec,1077259,877,1065705,11554,15528,5,1053788,7943,8613493.6667,12506.64,91.54,180.28,790,54275,0

