,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1557,1,1540,17,30,0,1496,31,196934.5,790.62,15.75,15.23
02,02 - Saguenay-Lac-Saint-Jean,8820,2,8630,190,264,0,8545,11,277505,3178.32,3.97,95.13
03,03 - Capitale-Nationale,22449,35,22113,336,983,1,21165,301,757803,2962.38,39.60,129.72
04,04 - Mauricie et Centre-du-Québec,12785,9,12554,231,499,0,12133,153,523331.5,2443.00,29.18,95.35
05,05 - Estrie,11561,15,11111,450,303,1,11052,206,494966.5,2335.71,41.47,61.22
06,06 - Montréal,106492,303,103632,2860,4507,1,98170,3815,2072060.5,5139.43,183.55,217.51
07,07 - Outaouais,6341,36,5932,409,160,0,5969,212,402744,1574.45,52.42,39.73
08,08 - Abitibi-Témiscamingue,843,6,810,33,7,0,786,50,147637,571.00,33.86,4.74
09,09 - Côte-Nord,354,0,339,15,3,0,347,4,89700.5,394.65,4.48,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1706,0,1687,19,45,0,1660,1,89823,1899.29,1.12,50.10
12,12 - Chaudière-Appalaches,11692,5,11426,266,288,0,11354,50,431109.5,2712.07,11.58,66.80
13,13 - Laval,24703,51,23173,1530,869,1,23096,738,444658.5,5555.50,165.26,195.43
14,14 - Lanaudière,20322,42,19611,711,492,0,19267,563,522367,3890.37,107.31,94.19
15,15 - Laurentides,16394,38,15793,601,472,0,15433,489,630238,2601.24,77.19,74.89
16,16 - Montérégie,41828,68,40084,1744,1475,2,39397,956,1438226,2908.31,66.22,102.56
17,17 - Nunavik,44,2,42,2,0,0,40,4,14336.5,306.91,27.75,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,116,1,18507,643.00,5.37,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,252,0,248,4,0,0,247,5,.,.,.,.
999,Ensemble du Québec,288353,613,278933,9420,10399,6,270364,7590,8565469.5,3366.46,88.34,121.41

