No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,57,5,17,0,95,0.7 %
02,02 - Saguenay-Lac-Saint-Jean,0,98,116,7,99,9,329,2.4 %
03,03 - Capitale-Nationale,5,580,299,37,404,31,1356,9.8 %
04,04 - Mauricie et Centre-du-Québec,5,158,538,22,114,5,842,6.1 %
05,05 - Estrie,3,146,189,23,151,14,526,3.8 %
06,06 - Montréal,215,2798,1274,153,764,78,5282,38.3 %
07,07 - Outaouais,11,93,100,15,61,3,283,2.1 %
08,08 - Abitibi-Témiscamingue,2,11,35,2,6,0,56,0.4 %
09,09 - Côte-Nord,0,0,20,0,1,0,21,0.2 %
10,10 - Nord-du-Québec,0,0,2,0,0,0,2,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,25,0,13,0,53,0.4 %
12,12 - Chaudière-Appalaches,5,141,200,10,157,6,519,3.8 %
13,13 - Laval,3,528,234,57,199,7,1028,7.5 %
14,14 - Lanaudière,3,310,217,20,153,5,708,5.1 %
15,15 - Laurentides,63,227,216,64,101,13,684,5.0 %
16,16 - Montérégie,16,683,668,68,539,10,1984,14.4 %
17,17 - Nunavik,0,0,9,0,0,0,9,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,11,0,0,1,12,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,1,0,0,0,1,0.0 %
999,Ensemble du Québec (n),334,5801,4211,483,2779,182,13790,
9999,Ensemble du Québec (%),2.4 %,42.1 %,30.5 %,3.5 %,20.2 %,1.3 %,.,100.0 %

