,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,13837,91,13798,39,95,0,12612,1130,197738.33333,6997.63,571.68,48.04,73
02,02 - Saguenay-Lac-Saint-Jean,23317,89,22958,359,329,0,21976,1012,278600,8369.35,363.25,118.09,104
03,03 - Capitale-Nationale,71185,248,70820,365,1356,2,66472,3357,761103.66667,9352.87,437.92,178.16,281
04,04 - Mauricie et Centre-du-Québec,47106,204,46868,238,842,2,44112,2152,527666.66667,8927.23,405.82,159.57,232
05,05 - Estrie,40794,95,40269,525,526,0,39226,1042,502406,8119.73,205.13,104.70,118
06,06 - Montréal,277582,477,274229,3353,5282,6,267267,5033,2061667.3333,13463.96,242.97,256.20,546
07,07 - Outaouais,34645,77,34200,445,283,0,33448,914,405378.66667,8546.33,223.07,69.81,68
08,08 - Abitibi-Témiscamingue,6977,53,6938,39,56,0,6408,513,147876.33333,4718.13,346.76,37.87,46
09,09 - Côte-Nord,4814,40,4787,27,21,0,4176,617,90082.333333,5344.00,688.09,23.31,36
10,10 - Nord-du-Québec,948,7,775,173,2,0,918,28,13383.666667,7083.26,210.46,14.94,8
11,11 - Gaspésie-Îles-de-la-Madeleine,5010,27,4974,36,53,3,4705,252,90783.333333,5518.63,277.24,58.38,21
12,12 - Chaudière-Appalaches,50712,157,50435,277,519,0,48196,1997,434525.66667,11670.66,457.43,119.44,189
13,13 - Laval,65088,128,63127,1961,1028,3,62931,1129,445993.33333,14593.94,250.82,230.50,133
14,14 - Lanaudière,61565,116,60851,714,708,0,59252,1605,530581,11603.32,298.88,133.44,126
15,15 - Laurentides,67409,179,66802,607,684,5,64989,1736,640046.66667,10531.89,267.60,106.87,151
16,16 - Montérégie,126412,314,124507,1905,1984,3,121011,3417,1452381.3333,8703.77,232.95,136.60,358
17,17 - Nunavik,2562,10,2558,4,9,0,2356,197,14619,17525.14,1324.73,61.56,8
18,18 - Terres-Cries-de-la-Baie-James,2059,16,1843,216,12,0,1898,149,18660.333333,11034.10,785.41,64.31,13
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2548,0,2540,8,1,0,2524,23,.,.,.,.,1
999,Ensemble du Québec,904574,2328,893282,11292,13790,24,864481,26303,8613493.6667,10501.82,303.13,160.10,2512

