No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,8,0,26,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,77,70,2,80,8,238,2.7 %
3,03 - Capitale-Nationale,3,423,112,9,231,23,801,9.0 %
4,04 - Mauricie et Centre-du-Québec,6,128,141,21,90,5,391,4.4 %
5,05 - Estrie,1,106,28,13,62,9,219,2.5 %
6,06 - Montréal,199,2601,517,117,532,57,4023,45.3 %
7,07 - Outaouais,7,51,32,11,37,1,139,1.6 %
8,08 - Abitibi-Témiscamingue,0,0,4,0,1,0,5,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,16,0,13,0,43,0.5 %
12,12 - Chaudière-Appalaches,5,83,50,6,65,4,213,2.4 %
13,13 - Laval,2,476,100,50,156,6,790,8.9 %
14,14 - Lanaudière,3,234,85,7,90,2,421,4.7 %
15,15 - Laurentides,60,140,72,36,69,12,389,4.4 %
16,16 - Montérégie,13,528,231,49,341,13,1175,13.2 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),303,4868,1466,325,1775,141,8878,
9999,Ensemble du Québec (%),3.4 %,54.8 %,16.5 %,3.7 %,20.0 %,1.6 %,           .,100.0 %
