,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,15606,94,15567,39,110,0,14797,699,197738.33333,7892.25,353.63,55.63,43
02,02 - Saguenay-Lac-Saint-Jean,24889,62,24528,361,362,1,23985,542,278600,8933.60,194.55,129.94,43
03,03 - Capitale-Nationale,75344,175,74981,363,1422,1,72447,1475,761103.66667,9899.31,192.41,186.83,95
04,04 - Mauricie et Centre-du-Québec,49575,128,49335,240,888,2,47611,1076,527666.66667,9395.14,202.91,168.29,54
05,05 - Estrie,42467,57,41942,525,546,1,41464,457,502406,8452.73,89.96,108.68,59
06,06 - Montréal,283285,175,279924,3361,5333,1,275896,2056,2061667.3333,13740.58,99.25,258.67,155
07,07 - Outaouais,35770,34,35325,445,289,0,35126,355,405378.66667,8823.85,86.64,71.29,26
08,08 - Abitibi-Témiscamingue,8054,55,8015,39,72,0,7640,342,147876.33333,5446.44,231.17,48.69,31
09,09 - Côte-Nord,5980,53,5953,27,36,0,5421,523,90082.333333,6638.37,583.26,39.96,37
10,10 - Nord-du-Québec,1111,1,907,204,4,0,1078,29,13383.666667,8301.16,217.98,29.89,9
11,11 - Gaspésie-Îles-de-la-Madeleine,5971,74,5935,36,58,1,5426,487,90783.333333,6577.20,535.78,63.89,9
12,12 - Chaudière-Appalaches,53440,136,53157,283,556,2,51713,1171,434525.66667,12298.47,268.23,127.96,62
13,13 - Laval,66375,22,64413,1962,1047,0,64935,393,445993.33333,14882.51,87.31,234.76,21
14,14 - Lanaudière,63099,59,62383,716,725,0,61850,524,530581,11892.43,97.58,136.64,34
15,15 - Laurentides,70178,69,69571,607,702,0,68617,859,640046.66667,10964.51,132.42,109.68,49
16,16 - Montérégie,130761,169,128856,1905,2037,2,127179,1545,1452381.3333,9003.21,105.33,140.25,107
17,17 - Nunavik,2747,2,2743,4,10,0,2699,38,14619,18790.61,255.53,68.40,1
18,18 - Terres-Cries-de-la-Baie-James,2349,14,2102,247,14,0,2219,116,18660.333333,12588.20,611.46,75.03,5
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2645,1,2637,8,2,0,2626,17,.,.,.,.,3
999,Ensemble du Québec,939650,1380,928277,11373,14213,11,912733,12704,8613493.6667,10909.05,146.41,165.01,843

