,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,,Nombre d'hospitalisations,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures,Total,Différence dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,20065,49,20026,39,164,1,19145,756,197738.33333,10147.25,382.47,82.94,58,801,6
02,02 - Saguenay-Lac-Saint-Jean,29567,52,29206,361,425,3,28327,815,278600,10612.71,292.54,152.55,60,1535,3
03,03 - Capitale-Nationale,86759,130,86398,361,1522,2,83226,2011,761103.66667,11399.10,262.33,199.97,78,4094,20
04,04 - Mauricie et Centre-du-Québec,57772,104,57532,240,986,1,55123,1663,527666.66667,10948.58,313.60,186.86,128,3046,7
05,05 - Estrie,48529,117,48005,524,591,1,46443,1495,502406,9659.32,294.30,117.63,101,2594,10
06,06 - Montréal,304562,347,301202,3360,5436,4,294883,4243,2061667.3333,14772.61,204.83,263.67,316,15672,45
07,07 - Outaouais,39144,65,38697,447,309,1,38190,645,405378.66667,9656.16,157.42,76.23,54,1754,8
08,08 - Abitibi-Témiscamingue,10580,25,10539,41,110,1,10247,223,147876.33333,7154.63,150.74,74.39,16,601,0
09,09 - Côte-Nord,8108,37,8082,26,43,0,7715,350,90082.333333,9000.65,390.33,47.73,13,454,2
10,10 - Nord-du-Québec,1414,4,1196,218,4,0,1386,24,13383.666667,10565.12,180.40,29.89,2,50,1
11,11 - Gaspésie-Îles-de-la-Madeleine,8795,23,8757,38,79,0,8446,270,90783.333333,9687.90,297.04,87.02,17,408,4
12,12 - Chaudière-Appalaches,60334,85,60051,283,620,3,58649,1065,434525.66667,13885.03,243.95,142.68,95,2447,8
13,13 - Laval,70586,55,68625,1961,1097,0,68748,741,445993.33333,15826.69,164.62,245.97,52,3149,7
14,14 - Lanaudière,68711,76,67995,716,751,0,66943,1017,530581,12950.14,189.38,141.54,74,2706,8
15,15 - Laurentides,77799,153,77193,606,743,3,75495,1561,640046.66667,12155.21,240.63,116.09,118,3504,15
16,16 - Montérégie,146018,301,144106,1912,2159,9,140843,3016,1452381.3333,10053.70,205.62,148.65,320,7728,25
17,17 - Nunavik,2970,2,2964,6,10,0,2925,35,14619,20316.03,235.36,68.40,2,101,0
18,18 - Terres-Cries-de-la-Baie-James,2881,4,2487,394,15,1,2767,99,18660.333333,15439.17,521.85,80.38,6,93,0
98,Inconnu,0,0,0,0,0,0,0,0,.,.,.,.,0,373,-2
99,Hors Québec,2868,1,2860,8,2,0,2833,33,.,.,.,.,0,0,0
999,Ensemble du Québec,1047462,1630,1035921,11541,15066,30,1012334,20062,8613493.6667,12160.71,231.20,174.91,1510,51110,167

