Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;< 5;79;71,9;9848;8965,6;0;;0;
5-9 ans;5;55;51,1;15082;14019,3;0;;0;
10-19 ans;7;125;62,8;30728;15447,8;0;;0;
20-29 ans;52;626;192,3;59545;18289;0;;5;n.p.
30-39 ans;63;799;243,4;53981;16446,9;0;;12;* 3,7
40-49 ans;48;799;287,8;46635;16799,7;0;;34;* 12,2
50-59 ans;54;692;269,8;35676;13908,8;0;;146;56,9
60-69 ans;42;524;242,2;20701;9569;< 5;n.p.;397;183,5
70-79 ans;33;467;323,2;12587;8710,2;5;n.p.;964;667,1
80 ans et +;40;642;638,2;19562;19447,1;20;* 19,9;3878;3855,2
Manquant;0;< 5;;217;;0;;0;
Total;347;4812;233;304562;14744,1;28;* 1,4;5436;263,2
