,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,2369,22,2350,19,34,0,2055,280,196934.5,1202.94,142.28,17.26
02,02 - Saguenay-Lac-Saint-Jean,9759,36,9550,209,266,0,9269,224,277505,3516.69,80.76,95.85
03,03 - Capitale-Nationale,27882,282,27541,341,1033,0,23873,2976,757803,3679.32,391.50,136.32
04,04 - Mauricie et Centre-du-Québec,13509,46,13276,233,507,0,12777,225,523331.5,2581.35,42.91,96.88
05,05 - Estrie,12411,26,11929,482,323,0,11777,311,494966.5,2507.44,62.60,65.26
06,06 - Montréal,120076,358,117177,2899,4646,2,111992,3438,2072060.5,5795.00,165.41,224.22
07,07 - Outaouais,9204,290,8768,436,178,0,8002,1024,402744,2285.32,253.18,44.20
08,08 - Abitibi-Témiscamingue,1053,4,1020,33,9,0,996,48,147637,713.24,32.51,6.10
09,09 - Côte-Nord,406,8,391,15,3,0,364,39,89700.5,452.62,43.64,3.34
10,10 - Nord-du-Québec,90,0,88,2,0,0,89,1,13521.5,665.61,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1781,9,1762,19,45,0,1706,30,89823,1982.79,33.46,50.10
12,12 - Chaudière-Appalaches,14109,173,13837,272,293,0,12371,1445,431109.5,3272.72,334.56,67.96
13,13 - Laval,28263,109,26582,1681,891,0,26619,753,444658.5,6356.11,168.62,200.38
14,14 - Lanaudière,22259,70,21548,711,503,0,21278,478,522367,4261.18,91.11,96.29
15,15 - Laurentides,18606,55,18002,604,492,0,17577,537,630238,2952.22,84.77,78.07
16,16 - Montérégie,45730,108,43833,1897,1518,0,43063,1149,1438226,3179.61,79.59,105.55
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,306,3,301,5,0,0,293,13,.,.,.,.
999,Ensemble du Québec,327982,1599,318122,9860,10744,2,304267,12971,8565469.5,3829.12,150.97,125.43

