,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,,Nombre d'hospitalisations,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures,Total,Différence dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,21531,62,21492,39,179,0,20957,395,197738.33333,10888.63,199.84,90.52,26,942,4
02,02 - Saguenay-Lac-Saint-Jean,31015,56,30654,361,450,0,30223,342,278600,11132.45,122.76,161.52,24,1646,3
03,03 - Capitale-Nationale,90537,165,90176,361,1581,0,87884,1072,761103.66667,11895.49,139.84,207.72,56,4508,12
04,04 - Mauricie et Centre-du-Québec,59992,91,59752,240,1015,1,58343,634,527666.66667,11369.30,119.56,192.36,26,3306,5
05,05 - Estrie,50773,103,50249,524,627,0,49476,670,502406,10105.97,131.90,124.80,22,2853,9
06,06 - Montréal,314049,350,310690,3359,5523,1,306031,2495,2061667.3333,15232.77,120.45,267.89,113,16546,25
07,07 - Outaouais,40370,59,39925,445,318,0,39731,321,405378.66667,9958.59,78.34,78.45,12,1924,9
08,08 - Abitibi-Témiscamingue,11544,41,11503,41,113,0,11140,291,147876.33333,7806.52,196.70,76.42,14,688,4
09,09 - Côte-Nord,9255,29,9229,26,46,0,8961,248,90082.333333,10273.93,276.58,51.06,17,557,0
10,10 - Nord-du-Québec,1591,10,1355,236,4,0,1569,18,13383.666667,11887.62,135.30,29.89,2,55,0
11,11 - Gaspésie-Îles-de-la-Madeleine,9453,37,9416,37,82,0,9146,225,90783.333333,10412.70,247.54,90.32,12,463,3
12,12 - Chaudière-Appalaches,62191,73,61908,283,669,0,60972,550,434525.66667,14312.39,125.98,153.96,23,2633,14
13,13 - Laval,72592,97,70633,1959,1123,0,70933,536,445993.33333,16276.48,119.08,251.80,33,3371,4
14,14 - Lanaudière,70904,86,70188,716,779,0,69559,566,530581,13363.46,105.40,146.82,37,2917,6
15,15 - Laurentides,81271,156,80669,602,769,0,79534,968,640046.66667,12697.67,149.22,120.15,59,3918,12
16,16 - Montérégie,152521,270,150607,1914,2269,2,148562,1690,1452381.3333,10501.44,115.22,156.23,88,8479,24
17,17 - Nunavik,3053,3,3047,6,10,0,3023,20,14619,20883.78,134.49,68.40,1,113,0
18,18 - Terres-Cries-de-la-Baie-James,3094,21,2699,395,17,0,2964,113,18660.333333,16580.63,595.65,91.10,1,104,0
98,Inconnu,0,0,0,0,0,0,0,0,.,.,.,.,0,411,4
99,Hors Québec,3008,7,3000,8,2,0,2980,26,.,.,.,.,2,0,0
999,Ensemble du Québec,1088744,1716,1077192,11552,15576,4,1061988,11180,8613493.6667,12639.98,128.84,180.83,568,55434,138

