No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,12,51,5,17,0,88,0.7 %
02,02 - Saguenay-Lac-Saint-Jean,0,96,110,7,98,9,320,2.4 %
03,03 - Capitale-Nationale,5,567,282,37,387,30,1308,9.7 %
04,04 - Mauricie et Centre-du-Québec,5,156,490,22,110,5,788,5.9 %
05,05 - Estrie,3,140,182,22,143,13,503,3.7 %
06,06 - Montréal,215,2796,1235,151,755,77,5229,39.0 %
07,07 - Outaouais,11,89,93,15,60,3,271,2.0 %
08,08 - Abitibi-Témiscamingue,2,9,31,2,6,0,50,0.4 %
09,09 - Côte-Nord,0,0,13,0,1,0,14,0.1 %
10,10 - Nord-du-Québec,0,0,1,0,0,0,1,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,22,0,13,0,50,0.4 %
12,12 - Chaudière-Appalaches,5,138,189,9,152,6,499,3.7 %
13,13 - Laval,3,524,225,56,197,7,1012,7.5 %
14,14 - Lanaudière,3,297,205,19,142,4,670,5.0 %
15,15 - Laurentides,64,222,195,62,96,15,654,4.9 %
16,16 - Montérégie,16,675,653,67,525,10,1946,14.5 %
17,17 - Nunavik,0,0,9,0,0,0,9,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,6,0,0,1,7,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,1,0,0,0,1,0.0 %
999,Ensemble du Québec (n),335,5736,3993,474,2702,180,13420,
9999,Ensemble du Québec (%),2.5 %,42.7 %,29.8 %,3.5 %,20.1 %,1.3 %,.,100.0 %

