,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,12760,87,12721,39,88,1,11441,1231,197738.33333,6452.97,622.78,44.50,123
02,02 - Saguenay-Lac-Saint-Jean,21967,119,21608,359,320,0,20355,1292,278600,7884.78,463.75,114.86,157
03,03 - Capitale-Nationale,67714,411,67349,365,1308,5,61378,5028,761103.66667,8896.82,655.90,171.86,488
04,04 - Mauricie et Centre-du-Québec,44799,235,44561,238,788,5,40590,3421,527666.66667,8490.02,645.12,149.34,340
05,05 - Estrie,39378,140,38853,525,503,0,37373,1502,502406,7837.88,295.68,100.12,255
06,06 - Montréal,272241,793,268912,3329,5229,9,259099,7913,2061667.3333,13204.89,382.00,253.63,970
07,07 - Outaouais,33608,122,33161,447,271,2,32116,1221,405378.66667,8290.52,298.00,66.85,185
08,08 - Abitibi-Témiscamingue,6262,55,6224,38,50,1,5350,862,147876.33333,4234.62,582.66,33.81,84
09,09 - Côte-Nord,4176,58,4149,27,14,1,3428,734,90082.333333,4635.76,818.58,15.54,65
10,10 - Nord-du-Québec,832,12,695,137,1,0,750,81,13383.666667,6216.53,608.84,7.47,10
11,11 - Gaspésie-Îles-de-la-Madeleine,4679,37,4643,36,50,0,4363,266,90783.333333,5154.03,292.64,55.08,28
12,12 - Chaudière-Appalaches,48830,259,48554,276,499,3,45391,2940,434525.66667,11237.54,673.43,114.84,309
13,13 - Laval,63732,128,61770,1962,1012,3,61285,1435,445993.33333,14289.90,318.80,226.91,226
14,14 - Lanaudière,59992,211,59278,714,670,2,56712,2610,530581,11306.85,486.02,126.28,286
15,15 - Laurentides,65022,244,64415,607,654,5,62027,2341,640046.66667,10158.95,360.87,102.18,346
16,16 - Montérégie,122796,422,120891,1905,1946,4,115469,5381,1452381.3333,8454.80,366.85,133.99,542
17,17 - Nunavik,2305,19,2301,4,9,0,2101,195,14619,15767.15,1311.28,61.56,30
18,18 - Terres-Cries-de-la-Baie-James,1836,34,1629,207,7,1,1596,233,18660.333333,9839.05,1228.19,37.51,44
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2496,14,2488,8,1,0,2443,52,.,.,.,.,9
999,Ensemble du Québec,875429,3400,864205,11224,13420,42,823271,38738,8613493.6667,10163.46,446.43,155.80,4497

