,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1535,6,1518,17,30,0,1466,39,196934.5,779.45,19.82,15.23
02,02 - Saguenay-Lac-Saint-Jean,8810,2,8620,190,264,1,8521,25,277505,3174.72,9.01,95.13
03,03 - Capitale-Nationale,22186,17,21850,336,971,3,20915,300,757803,2927.67,39.47,128.13
04,04 - Mauricie et Centre-du-Québec,12678,14,12448,230,495,0,11957,226,523331.5,2422.56,43.10,94.59
05,05 - Estrie,11375,8,10941,434,296,0,10790,289,494966.5,2298.14,58.18,59.80
06,06 - Montréal,103536,330,100681,2855,4478,4,95013,4045,2072060.5,4996.77,194.61,216.11
07,07 - Outaouais,6139,10,5735,404,158,0,5855,126,402744,1524.29,31.15,39.23
08,08 - Abitibi-Témiscamingue,797,5,764,33,7,0,742,48,147637,539.84,32.51,4.74
09,09 - Côte-Nord,351,0,336,15,3,0,346,2,89700.5,391.30,2.24,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1705,2,1686,19,45,0,1653,7,89823,1898.18,7.81,50.10
12,12 - Chaudière-Appalaches,11648,5,11384,264,286,2,11203,159,431109.5,2701.87,36.81,66.34
13,13 - Laval,24049,56,22556,1493,863,3,22425,761,444658.5,5408.42,170.41,194.08
14,14 - Lanaudière,19866,58,19154,712,488,0,18765,613,522367,3803.07,116.84,93.42
15,15 - Laurentides,15895,67,15295,600,462,0,14945,488,630238,2522.06,77.03,73.31
16,16 - Montérégie,41056,85,39369,1687,1459,2,38456,1141,1438226,2854.63,79.03,101.44
17,17 - Nunavik,40,0,38,2,0,0,39,1,14336.5,279.01,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,113,4,18507,643.00,21.47,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,246,1,242,4,0,0,242,4,.,.,.,.
999,Ensemble du Québec,282122,666,272825,9297,10307,15,263537,8278,8565469.5,3293.71,96.35,120.33

