,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,2507,29,2488,19,35,0,2208,264,196934.5,1273.01,134.15,17.77
02,02 - Saguenay-Lac-Saint-Jean,9897,30,9687,210,266,0,9417,214,277505,3566.42,77.15,95.85
03,03 - Capitale-Nationale,29288,205,28940,348,1049,4,25292,2947,757803,3864.86,387.69,138.43
04,04 - Mauricie et Centre-du-Québec,13749,51,13514,235,508,0,12885,356,523331.5,2627.21,67.90,97.07
05,05 - Estrie,12653,48,12159,494,326,1,11927,400,494966.5,2556.33,80.52,65.86
06,06 - Montréal,121809,375,118907,2902,4651,0,113586,3572,2072060.5,5878.64,171.86,224.46
07,07 - Outaouais,10138,164,9701,437,185,2,8813,1140,402744,2517.23,281.86,45.93
08,08 - Abitibi-Témiscamingue,1075,5,1042,33,9,0,1021,45,147637,728.14,30.48,6.10
09,09 - Côte-Nord,420,3,404,16,3,0,369,48,89700.5,468.22,53.71,3.34
10,10 - Nord-du-Québec,90,0,88,2,0,0,90,0,13521.5,665.61,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1815,7,1796,19,45,0,1726,44,89823,2020.64,49.08,50.10
12,12 - Chaudière-Appalaches,15072,224,14798,274,298,0,13123,1651,431109.5,3496.10,382.26,69.12
13,13 - Laval,28653,65,26969,1684,894,0,27075,684,444658.5,6443.82,153.17,201.05
14,14 - Lanaudière,22501,49,21790,711,504,0,21490,507,522367,4307.51,96.64,96.48
15,15 - Laurentides,18969,78,18364,605,495,0,17924,550,630238,3009.82,86.82,78.54
16,16 - Montérégie,46485,203,44579,1906,1522,1,43635,1328,1438226,3232.11,91.99,105.82
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,5,0,5,0,0,0,4,1,.,.,.,.
99,Hors Québec,317,1,312,5,0,0,300,17,.,.,.,.
999,Ensemble du Québec,335608,1537,325706,9902,10793,8,311047,13768,8565469.5,3918.15,160.24,126.01

