,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3509,55,3486,23,39,0,3029,441,196934.5,1781.81,224.09,19.80
02,02 - Saguenay-Lac-Saint-Jean,10493,19,10278,215,266,0,10060,167,277505,3781.19,60.21,95.85
03,03 - Capitale-Nationale,31927,38,31576,351,1099,2,30218,610,757803,4213.10,80.25,145.02
04,04 - Mauricie et Centre-du-Québec,14612,36,14374,238,514,1,13757,341,523331.5,2792.11,65.04,98.22
05,05 - Estrie,13875,58,13366,509,336,1,13015,524,494966.5,2803.22,105.48,67.88
06,06 - Montréal,127781,168,124859,2922,4696,5,120785,2300,2072060.5,6166.86,110.66,226.63
07,07 - Outaouais,11700,27,11252,448,205,0,11201,294,402744,2905.07,72.69,50.90
08,08 - Abitibi-Témiscamingue,1105,2,1072,33,9,0,1089,7,147637,748.46,4.74,6.10
09,09 - Côte-Nord,555,6,537,18,3,0,523,29,89700.5,618.73,32.45,3.34
10,10 - Nord-du-Québec,99,0,97,2,0,0,94,5,13521.5,732.17,37.08,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1916,7,1895,21,45,0,1789,82,89823,2133.08,91.47,50.10
12,12 - Chaudière-Appalaches,17925,80,17646,279,331,0,16697,897,431109.5,4157.88,207.68,76.78
13,13 - Laval,30430,45,28643,1787,905,0,28998,527,444658.5,6843.45,118.01,203.53
14,14 - Lanaudière,23370,15,22658,712,511,0,22568,291,522367,4473.87,55.47,97.82
15,15 - Laurentides,20181,29,19577,604,499,0,19360,322,630238,3202.12,50.83,79.18
16,16 - Montérégie,49428,73,47481,1947,1541,0,46923,964,1438226,3436.73,66.77,107.15
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,9,0,9,0,0,0,3,6,.,.,.,.
99,Hors Québec,376,2,371,5,0,0,366,10,.,.,.,.
999,Ensemble du Québec,359456,660,349340,10116,11002,9,340637,7817,8565469.5,4196.57,90.98,128.45

