Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;< 5;210;191,2;4502;4098,6;0;;0;
5-9 ans;10;247;229,6;6044;5618,1;0;;0;
10-19 ans;11;625;314,2;13907;6991,4;0;;0;
20-29 ans;37;579;177,8;21243;6524,7;0;;< 5;n.p.
30-39 ans;29;519;158,1;19559;5959,2;0;;7;n.p.
40-49 ans;35;564;203,2;19001;6844,9;0;;20;* 7,2
50-59 ans;18;421;164,1;15635;6095,5;< 5;n.p.;96;37,4
60-69 ans;13;171;79;9640;4456,1;< 5;n.p.;318;147
70-79 ans;8;75;51,9;6318;4372,1;< 5;n.p.;820;567,4
80 ans et +;6;88;87,5;11836;11766,5;12;* 11,9;3432;3411,8
Manquant;0;< 5;;96;;0;;0;
Total;168;3501;169,5;127781;6186;20;* 1;4696;227,3
