,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1496,5,1479,17,30,0,1449,17,196934.5,759.64,8.64,15.23
02,02 - Saguenay–Lac-Saint-Jean,8786,6,8598,188,263,1,8500,23,277505,3166.07,8.29,94.77
03,03 - Capitale-Nationale,21950,39,21618,332,963,4,20583,404,757803,2896.53,53.15,127.08
04,04 - Mauricie et Centre-du-Québec,12565,31,12334,231,489,3,11693,383,523331.5,2400.96,73.05,93.44
05,05 - Estrie,11121,43,10696,425,291,0,10439,391,494966.5,2246.82,78.71,58.79
06,06 - Montréal,100680,477,97829,2851,4441,7,91126,5113,2072060.5,4858.93,246.00,214.33
07,07 - Outaouais,6014,18,5619,395,157,0,5758,99,402744,1493.26,24.48,38.98
08,08 - Abitibi-Témiscamingue,754,13,721,33,7,0,711,36,147637,510.71,24.38,4.74
09,09 - Côte-Nord,350,1,335,15,3,0,341,6,89700.5,390.19,6.71,3.34
10,10 - Nord-du-Québec,86,0,84,2,0,0,86,0,13521.5,636.02,0.00,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1701,1,1682,19,45,0,1647,9,89823,1893.72,10.04,50.10
12,12 - Chaudière-Appalaches,11530,57,11267,263,280,1,10852,398,431109.5,2674.49,92.15,64.95
13,13 - Laval,23424,85,21955,1469,854,2,21641,929,444658.5,5267.86,208.03,192.06
14,14 - Lanaudière,19424,65,18712,712,481,2,18307,636,522367,3718.46,121.23,92.08
15,15 - Laurentides,15400,59,14801,599,460,3,14468,472,630238,2443.52,74.51,72.99
16,16 - Montérégie,40197,147,38540,1657,1435,5,37155,1607,1438226,2794.90,111.31,99.78
17,17 - Nunavik,40,0,38,2,0,0,39,1,14336.5,279.01,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,116,1,116,0,2,0,110,4,18507,626.79,21.47,10.81
98,Inconnu,4,0,4,0,0,0,4,0,           .,         .  ,         .  ,         .  
99,Hors Québec,242,1,238,4,0,0,237,5,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,275880,1049,266666,9214,10201,28,255146,10533,8565469.5,3220.84,122.59,119.09
