,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3892,4,3866,26,46,1,3717,129,196934.5,1976.29,65.55,23.36
02,02 - Saguenay-Lac-Saint-Jean,10859,15,10638,221,269,0,10468,122,277505,3913.08,43.98,96.94
03,03 - Capitale-Nationale,32527,25,32175,352,1107,1,31192,228,757803,4292.28,29.99,146.08
04,04 - Mauricie et Centre-du-Québec,15050,17,14811,239,517,0,14366,167,523331.5,2875.81,31.85,98.79
05,05 - Estrie,14630,29,14115,515,345,0,13891,394,494966.5,2955.76,79.31,69.70
06,06 - Montréal,130851,131,127927,2924,4737,0,124257,1857,2072060.5,6315.02,89.34,228.61
07,07 - Outaouais,12134,28,11687,447,214,0,11707,213,402744,3012.83,52.66,53.14
08,08 - Abitibi-Témiscamingue,1112,0,1079,33,9,0,1100,3,147637,753.20,2.03,6.10
09,09 - Côte-Nord,570,0,551,19,3,0,563,4,89700.5,635.45,4.48,3.34
10,10 - Nord-du-Québec,109,0,107,2,0,0,103,6,13521.5,806.12,44.49,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2004,4,1984,20,45,0,1913,46,89823,2231.05,51.31,50.10
12,12 - Chaudière-Appalaches,18798,33,18518,280,350,0,18114,334,431109.5,4360.38,77.33,81.19
13,13 - Laval,31151,35,29342,1809,909,0,29961,281,444658.5,7005.60,62.92,204.43
14,14 - Lanaudière,23746,20,23035,711,515,0,23033,198,522367,4545.85,37.74,98.59
15,15 - Laurentides,20690,29,20086,604,503,0,19977,210,630238,3282.89,33.15,79.81
16,16 - Montérégie,50601,47,48651,1950,1546,1,48513,542,1438226,3518.29,37.54,107.49
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,425,2,420,5,0,0,401,24,.,.,.,.
999,Ensemble du Québec,369318,419,359159,10159,11118,3,353442,4758,8565469.5,4311.71,55.38,129.80

