Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;n.d.;139;126,5;4652;4235,2;0;;0;
5-9 ans;n.d.;179;166,4;6179;5743,6;0;;0;
10-19 ans;n.d.;427;214,7;14288;7183;0;;0;
20-29 ans;n.d.;570;175,1;21979;6750,7;0;;< 5;n.p.
30-39 ans;n.d.;362;110,3;20032;6103,4;0;;7;n.p.
40-49 ans;n.d.;379;136,5;19489;7020,7;< 5;n.p.;22;* 7,9
50-59 ans;n.d.;303;118,1;16025;6247,6;< 5;n.p.;100;39
60-69 ans;n.d.;122;56,4;9797;4528,6;6;n.p.;323;149,3
70-79 ans;n.d.;67;46,4;6399;4428,1;7;n.p.;828;573
80 ans et +;n.d.;53;52,7;11915;11845;13;* 12,9;3454;3433,7
Manquant;n.d.;0;;96;;0;;0;
Total;131;2601;125,9;130851;6334,6;30;* 1,5;4737;229,3
