Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;9;162;147,5;856;779,3;0;;0;
5-9 ans;18;206;191,5;1002;931,4;0;;0;
10-19 ans;54;571;287,1;3601;1810,3;0;;0;
20-29 ans;48;535;164,3;7698;2364,4;0;;< 5;n.p.
30-39 ans;52;505;153,9;6518;1985,9;0;;< 5;n.p.
40-49 ans;46;587;211,5;6348;2286,8;0;;16;* 5,8
50-59 ans;41;444;173,1;5467;2131,4;0;;70;27,3
60-69 ans;27;246;113,7;3557;1644,2;< 5;n.p.;233;107,7
70-79 ans;7;144;99,6;2990;2069,1;10;* 6,9;614;424,9
80 ans et +;23;218;216,7;7477;7433,1;19;* 18,9;2622;2606,6
Manquant;0;< 5;;98;;0;;0;
Total;325;3620;175,2;45612;2208,1;32;* 1,5;3562;172,4
