No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,0,2,2,4,0,11,0.2 %
2,02 - Saguenay–Lac-Saint-Jean,1,36,20,0,8,6,71,1.1 %
3,03 - Capitale-Nationale,3,204,72,3,80,5,367,5.6 %
4,04 - Mauricie et Centre-du-Québec,6,124,44,13,48,2,237,3.6 %
5,05 - Estrie,1,13,13,0,21,3,51,0.8 %
6,06 - Montréal,189,2457,343,102,434,37,3562,54.3 %
7,07 - Outaouais,5,20,12,7,13,4,61,0.9 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,2,0,0,0,2,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,12,12,0,6,0,30,0.5 %
12,12 - Chaudière-Appalaches,5,18,27,6,34,3,93,1.4 %
13,13 - Laval,2,470,62,42,133,7,716,10.9 %
14,14 - Lanaudière,3,143,46,6,58,0,256,3.9 %
15,15 - Laurentides,59,108,52,30,60,9,318,4.8 %
16,16 - Montérégie,13,347,135,35,234,13,777,11.8 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),290,3952,845,246,1134,90,6557,
9999,Ensemble du Québec (%),4.4 %,60.3 %,12.9 %,3.8 %,17.3 %,1.4 %,           .,100.0 %
