No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,7,29,4,11,0,54,0.5 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,79,4,86,8,271,2.4 %
03,03 - Capitale-Nationale,4,521,217,32,322,28,1124,9.8 %
04,04 - Mauricie et Centre-du-Québec,5,153,274,22,110,5,569,5.0 %
05,05 - Estrie,3,127,89,17,120,12,368,3.2 %
06,06 - Montréal,208,2733,965,137,707,72,4822,42.2 %
07,07 - Outaouais,11,79,62,14,53,3,222,1.9 %
08,08 - Abitibi-Témiscamingue,0,0,8,0,1,0,9,0.1 %
09,09 - Côte-Nord,0,0,4,0,1,0,5,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,19,0,13,0,47,0.4 %
12,12 - Chaudière-Appalaches,5,125,105,6,127,5,373,3.3 %
13,13 - Laval,2,510,176,53,187,5,933,8.2 %
14,14 - Lanaudière,3,250,138,12,120,3,526,4.6 %
15,15 - Laurentides,64,180,133,53,82,14,526,4.6 %
16,16 - Montérégie,15,620,410,62,466,9,1582,13.8 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,4,0,0,1,5,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,1,0,0,0,1,0.0 %
999,Ensemble du Québec (n),323,5414,2713,416,2406,165,11437,
9999,Ensemble du Québec (%),2.8 %,47.3 %,23.7 %,3.6 %,21.0 %,1.4 %,.,100.0 %

