date,0d,1d,2d,3d
2022-01-05,2332,791,12189,1830
2022-01-06,2112,697,10762,1855
2022-01-07,1648,577,8033,1765
2022-01-08,1242,401,6175,1482
2022-01-09,973,291,5006,1296
2022-01-10,1038,298,5105,1341
2022-01-11,816,261,4103,1505
2022-01-12,746,240,3845,1775
2022-01-13,692,216,3377,1545
2022-01-14,591,203,3095,1428
2022-01-15,453,172,2564,1383
2022-01-16,437,138,2202,1070
2022-01-17,562,167,2493,1172
2022-01-18,548,202,2910,1427
2022-01-19,521,161,2476,1483
2022-01-20,493,179,2288,1424
2022-01-21,469,160,1945,1304
2022-01-22,344,105,1322,1048
2022-01-23,349,108,1214,870
2022-01-24,437,173,1629,1179
2022-01-25,483,198,1888,1501
2022-01-26,478,223,1535,1333
2022-01-27,458,209,1427,1368
2022-01-28,415,163,1370,1281
2022-01-29,352,150,1088,951
2022-01-30,330,138,899,946
2022-01-31,396,187,1265,1277
2022-02-01,506,216,1515,1446
2022-02-02,451,233,1461,1508
2022-02-03,360,165,1185,1223
2022-02-04,362,153,1115,1207
2022-02-05,271,99,738,1005
2022-02-06,260,83,719,903
2022-02-07,369,126,1138,1327
2022-02-08,413,125,1094,1447
2022-02-09,308,126,1003,1267
2022-02-10,347,89,926,1131
2022-02-11,272,85,840,1176
2022-02-12,195,42,506,745
2022-02-13,186,52,472,757
2022-02-14,229,82,669,1006
2022-02-15,213,66,699,1035
2022-02-16,243,55,633,937
2022-02-17,220,57,507,920
2022-02-18,177,43,480,774
2022-02-19,111,18,302,591
2022-02-20,107,26,316,599
2022-02-21,198,38,481,919
2022-02-22,156,49,511,875
2022-02-23,141,31,433,836
2022-02-24,127,35,406,709
2022-02-25,100,32,298,620
2022-02-26,94,19,256,513
2022-02-27,71,17,240,468
2022-02-28,142,28,391,732
2022-03-01,133,24,385,701
2022-03-02,102,27,314,691
2022-03-03,108,20,422,773
2022-03-04,93,18,280,656
2022-03-05,77,13,208,473
2022-03-06,68,14,204,473
2022-03-07,119,20,326,754
2022-03-08,118,25,377,815
2022-03-09,95,18,340,780
2022-03-10,83,15,256,725
2022-03-11,81,13,270,678
2022-03-12,67,20,192,432
2022-03-13,62,14,173,433
2022-03-14,98,16,301,872
2022-03-15,97,22,319,965
2022-03-16,95,25,348,973
2022-03-17,107,23,345,894
2022-03-18,90,20,268,832
2022-03-19,58,7,212,598
2022-03-20,64,4,240,670
2022-03-21,105,26,427,1123
2022-03-22,118,37,534,1478
2022-03-23,148,22,522,1596
2022-03-24,121,19,477,1542
2022-03-25,138,25,506,1450
2022-03-26,110,33,336,1100
2022-03-27,105,22,380,1182
2022-03-28,163,44,621,1855
