No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,0,2,0,2,0,7,0.1 %
2,02 - Saguenay–Lac-Saint-Jean,1,23,10,0,0,6,40,0.6 %
3,03 - Capitale-Nationale,2,170,60,3,67,2,304,4.9 %
4,04 - Mauricie et Centre-du-Québec,6,124,36,12,44,0,222,3.6 %
5,05 - Estrie,1,9,10,0,17,3,40,0.6 %
6,06 - Montréal,189,2446,329,101,428,34,3527,56.6 %
7,07 - Outaouais,4,18,4,7,8,1,42,0.7 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,1,0,0,0,1,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,10,11,0,5,0,26,0.4 %
12,12 - Chaudière-Appalaches,5,5,22,6,30,3,71,1.1 %
13,13 - Laval,2,469,60,41,131,7,710,11.4 %
14,14 - Lanaudière,3,124,45,6,52,0,230,3.7 %
15,15 - Laurentides,59,102,46,29,59,7,302,4.8 %
16,16 - Montérégie,12,304,123,35,219,11,704,11.3 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),287,3804,762,240,1063,75,6231,
9999,Ensemble du Québec (%),4.6 %,61.0 %,12.2 %,3.9 %,17.1 %,1.2 %,           .,100.0 %
