,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2020,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1232,9,1219,13,24,0,1139,69,197074,625.15,35.01,12.18
02,02 - Saguenay–Lac-Saint-Jean,7546,55,7373,173,214,5,6687,645,277632,2717.99,232.32,77.08
03,03 - Capitale-Nationale,17314,218,17030,284,663,16,14443,2208,755459,2291.85,292.27,87.76
04,04 - Mauricie et Centre-du-Québec,9528,128,9312,216,349,1,8056,1123,522341,1824.10,214.99,66.81
05,05 - Estrie,7610,73,7253,357,164,4,6437,1009,493163,1543.10,204.60,33.25
06,06 - Montréal,69648,968,66868,2780,3840,14,58394,7414,2065657,3371.71,358.92,185.90
07,07 - Outaouais,4684,54,4370,314,107,0,4110,467,401032,1167.99,116.45,26.68
08,08 - Abitibi-Témiscamingue,334,2,301,33,4,0,308,22,147616,226.26,14.90,2.71
09,09 - Côte-Nord,298,2,284,14,3,0,272,23,90033,330.99,25.55,3.33
10,10 - Nord-du-Québec,72,0,70,2,0,0,63,9,13558,531.05,66.38,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1572,4,1553,19,42,0,1481,49,89998,1746.71,54.45,46.67
12,12 - Chaudière-Appalaches,8014,109,7763,251,182,3,6920,912,430309,1862.38,211.94,42.30
13,13 - Laval,16188,208,14858,1330,749,3,13662,1777,442745,3656.28,401.36,169.17
14,14 - Lanaudière,14831,123,14126,705,389,2,13165,1277,520092,2851.61,245.53,74.79
15,15 - Laurentides,10609,107,10007,602,358,4,9163,1088,626968,1692.11,173.53,57.10
16,16 - Montérégie,27626,322,26202,1424,1034,12,23572,3020,1432751,1928.18,210.78,72.17
17,17 - Nunavik,29,0,27,2,0,0,29,0,14260,203.37,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,19,1,19,0,2,0,17,0,18385,103.35,0.00,10.88
98,Inconnu,4,0,4,0,0,0,4,0,           .,         .  ,         .  ,         .  
99,Hors Québec,153,-2,151,2,0,0,139,14,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,197311,2381,188790,8521,8124,64,168061,21126,8539073,2310.68,247.40,95.14
