No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,59,5,18,0,98,0.7 %
02,02 - Saguenay-Lac-Saint-Jean,0,98,116,7,100,9,330,2.4 %
03,03 - Capitale-Nationale,5,585,301,37,406,31,1365,9.9 %
04,04 - Mauricie et Centre-du-Québec,5,157,541,22,114,5,844,6.1 %
05,05 - Estrie,3,147,190,23,153,14,530,3.8 %
06,06 - Montréal,215,2801,1280,153,767,79,5295,38.2 %
07,07 - Outaouais,11,93,100,15,61,3,283,2.0 %
08,08 - Abitibi-Témiscamingue,2,12,36,2,6,0,58,0.4 %
09,09 - Côte-Nord,0,0,23,0,1,0,24,0.2 %
10,10 - Nord-du-Québec,0,0,2,0,0,0,2,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,25,0,13,0,53,0.4 %
12,12 - Chaudière-Appalaches,5,141,204,10,159,6,525,3.8 %
13,13 - Laval,4,527,241,57,199,7,1035,7.5 %
14,14 - Lanaudière,3,310,219,21,154,5,712,5.1 %
15,15 - Laurentides,63,228,216,63,101,13,684,4.9 %
16,16 - Montérégie,16,686,671,69,542,10,1994,14.4 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,11,0,0,1,12,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),335,5813,4247,484,2794,183,13856,
9999,Ensemble du Québec (%),2.4 %,42.0 %,30.7 %,3.5 %,20.2 %,1.3 %,.,100.0 %

