,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1736,46,1718,18,30,0,1596,110,196934.5,881.51,55.90,15.23
02,02 - Saguenay-Lac-Saint-Jean,9275,37,9078,197,265,0,8744,266,277505,3342.28,95.90,95.49
03,03 - Capitale-Nationale,23404,80,23064,340,1009,0,21906,489,757803,3088.40,64.33,133.15
04,04 - Mauricie et Centre-du-Québec,13105,15,12872,233,508,0,12472,125,523331.5,2504.15,23.84,97.07
05,05 - Estrie,11907,27,11440,467,319,0,11481,107,494966.5,2405.62,21.54,64.45
06,06 - Montréal,113925,351,111035,2890,4606,3,106049,3270,2072060.5,5498.15,157.33,222.29
07,07 - Outaouais,7086,55,6663,423,171,0,6573,342,402744,1759.43,84.56,42.46
08,08 - Abitibi-Témiscamingue,931,8,898,33,8,0,883,40,147637,630.60,27.09,5.42
09,09 - Côte-Nord,359,0,344,15,3,0,355,1,89700.5,400.22,1.12,3.34
10,10 - Nord-du-Québec,88,0,86,2,0,0,88,0,13521.5,650.82,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1747,0,1728,19,45,0,1699,3,89823,1944.94,3.35,50.10
12,12 - Chaudière-Appalaches,12047,36,11779,268,288,0,11577,182,431109.5,2794.42,42.14,66.80
13,13 - Laval,26686,98,25072,1614,884,0,25098,704,444658.5,6001.46,157.65,198.80
14,14 - Lanaudière,21477,26,20766,711,500,0,20586,391,522367,4111.48,74.53,95.72
15,15 - Laurentides,17570,50,16967,603,481,0,16763,326,630238,2787.84,51.46,76.32
16,16 - Montérégie,43649,115,41782,1867,1510,1,41330,809,1438226,3034.92,56.04,104.99
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,115,1,18507,643.00,5.37,16.21
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,274,1,269,5,0,0,267,7,.,.,.,.
999,Ensemble du Québec,305435,945,295728,9707,10630,4,287632,7173,8565469.5,3565.89,83.49,124.10

