,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,2836,48,2816,20,37,0,2495,304,196934.5,1440.07,154.48,18.79
02,02 - Saguenay-Lac-Saint-Jean,10167,30,9956,211,266,0,9693,208,277505,3663.72,74.99,95.85
03,03 - Capitale-Nationale,30782,111,30432,350,1071,2,28196,1515,757803,4062.01,199.30,141.33
04,04 - Mauricie et Centre-du-Québec,14079,27,13843,236,509,-1,13288,282,523331.5,2690.26,53.78,97.26
05,05 - Estrie,13068,27,12568,500,330,-1,12347,391,494966.5,2640.18,78.71,66.67
06,06 - Montréal,124432,195,121518,2914,4678,4,117059,2695,2072060.5,6005.23,129.66,225.77
07,07 - Outaouais,11077,57,10630,447,193,1,10234,650,402744,2750.38,160.71,47.92
08,08 - Abitibi-Témiscamingue,1098,1,1065,33,9,0,1066,23,147637,743.72,15.58,6.10
09,09 - Côte-Nord,507,15,489,18,3,0,422,82,89700.5,565.21,91.76,3.34
10,10 - Nord-du-Québec,90,0,88,2,0,0,90,0,13521.5,665.61,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1826,4,1807,19,45,0,1762,19,89823,2032.89,21.19,50.10
12,12 - Chaudière-Appalaches,16380,109,16103,277,319,4,14980,1081,431109.5,3799.50,250.28,74.00
13,13 - Laval,29464,76,27720,1744,898,1,27922,644,444658.5,6626.21,144.21,201.95
14,14 - Lanaudière,22902,42,22191,711,509,1,22011,382,522367,4384.27,72.81,97.44
15,15 - Laurentides,19560,51,18955,605,497,1,18581,482,630238,3103.59,76.08,78.86
16,16 - Montérégie,47806,101,45874,1932,1531,0,45044,1231,1438226,3323.96,85.27,106.45
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,354,5,349,5,0,0,336,18,.,.,.,.
999,Ensemble du Québec,346596,899,336570,10026,10898,12,325691,10007,8565469.5,4046.43,116.47,127.23

