No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,6,0,24,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,64,67,0,60,6,198,2.5 %
3,03 - Capitale-Nationale,3,316,94,6,170,16,605,7.7 %
4,04 - Mauricie et Centre-du-Québec,6,124,108,20,76,5,339,4.3 %
5,05 - Estrie,2,68,18,3,38,6,135,1.7 %
6,06 - Montréal,198,2542,419,109,471,49,3788,48.2 %
7,07 - Outaouais,7,27,25,11,31,0,101,1.3 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,15,0,13,0,42,0.5 %
12,12 - Chaudière-Appalaches,5,60,44,6,48,4,167,2.1 %
13,13 - Laval,2,472,70,43,145,6,738,9.4 %
14,14 - Lanaudière,3,214,71,7,84,2,381,4.8 %
15,15 - Laurentides,59,127,61,30,63,12,352,4.5 %
16,16 - Montérégie,13,465,177,46,276,12,989,12.6 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),302,4500,1179,285,1482,119,7867,
9999,Ensemble du Québec (%),3.8 %,57.2 %,15.0 %,3.6 %,18.8 %,1.5 %,           .,100.0 %
