,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,,Nombre d'hospitalisations,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures,Total,Différence dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,19751,75,19712,39,159,2,18567,1025,197738.33333,9988.45,518.56,80.41,61,767,11
02,02 - Saguenay-Lac-Saint-Jean,29167,87,28806,361,418,2,27746,1003,278600,10469.13,360.02,150.04,62,1496,9
03,03 - Capitale-Nationale,85848,208,85487,361,1510,3,81889,2449,761103.66667,11279.41,319.47,198.40,155,3976,20
04,04 - Mauricie et Centre-du-Québec,57091,145,56851,240,973,2,53988,2130,527666.66667,10819.52,401.67,184.40,127,2984,17
05,05 - Estrie,47927,151,47403,524,582,0,45702,1643,502406,9539.50,323.44,115.84,90,2515,17
06,06 - Montréal,302411,436,299051,3360,5425,4,292041,4945,2061667.3333,14668.27,238.72,263.14,289,15433,48
07,07 - Outaouais,38811,71,38364,447,300,0,37652,859,405378.66667,9574.01,209.65,74.00,65,1720,3
08,08 - Abitibi-Témiscamingue,10425,29,10384,41,107,0,9990,328,147876.33333,7049.81,221.71,72.36,31,594,1
09,09 - Côte-Nord,7928,29,7902,26,43,0,7482,403,90082.333333,8800.84,449.44,47.73,30,443,3
10,10 - Nord-du-Québec,1381,10,1164,217,4,0,1342,35,13383.666667,10318.55,263.08,29.89,10,43,1
11,11 - Gaspésie-Îles-de-la-Madeleine,8656,23,8618,38,79,1,8222,355,90783.333333,9534.79,390.56,87.02,24,390,5
12,12 - Chaudière-Appalaches,59868,100,59585,283,607,1,57753,1508,434525.66667,13777.78,345.42,139.69,101,2386,10
13,13 - Laval,70197,87,68236,1961,1092,2,68092,1013,445993.33333,15739.47,225.05,244.85,59,3103,12
14,14 - Lanaudière,68154,103,67438,716,743,0,66061,1350,530581,12845.16,251.39,140.04,101,2651,12
15,15 - Laurentides,76967,172,76361,606,729,0,74370,1868,640046.66667,12025.22,287.95,113.90,98,3374,22
16,16 - Montérégie,144440,309,142528,1912,2131,5,138445,3864,1452381.3333,9945.05,263.43,146.72,209,7501,35
17,17 - Nunavik,2951,5,2945,6,10,0,2901,40,14619,20186.06,268.98,68.40,2,96,0
18,18 - Terres-Cries-de-la-Baie-James,2835,19,2448,387,14,0,2668,153,18660.333333,15192.65,806.49,75.03,1,86,-1
98,Inconnu,0,-1,0,0,0,0,0,0,.,.,.,.,-1,378,1
99,Hors Québec,2850,8,2842,8,2,0,2810,38,.,.,.,.,3,0,0
999,Ensemble du Québec,1037658,2063,1026125,11533,14928,22,997721,25009,8613493.6667,12046.89,288.21,173.31,1514,49936,226

