,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,15512,66,15473,39,110,1,14754,648,197738.33333,7844.71,327.83,55.63,62
02,02 - Saguenay-Lac-Saint-Jean,24827,36,24467,360,361,2,23942,524,278600,8911.34,188.09,129.58,32
03,03 - Capitale-Nationale,75169,139,74806,363,1421,6,72352,1396,761103.66667,9876.32,182.11,186.70,118
04,04 - Mauricie et Centre-du-Québec,49447,84,49207,240,886,2,47557,1004,527666.66667,9370.88,189.33,167.91,96
05,05 - Estrie,42410,53,41885,525,545,3,41405,460,502406,8441.38,90.55,108.48,61
06,06 - Montréal,283110,126,279749,3361,5332,2,275741,2037,2061667.3333,13732.09,98.34,258.63,158
07,07 - Outaouais,35736,24,35291,445,289,1,35100,347,405378.66667,8815.46,84.69,71.29,29
08,08 - Abitibi-Témiscamingue,7999,46,7960,39,72,0,7609,318,147876.33333,5409.25,214.95,48.69,25
09,09 - Côte-Nord,5927,39,5900,27,36,0,5384,507,90082.333333,6579.54,565.42,39.96,45
10,10 - Nord-du-Québec,1110,4,907,203,4,0,1069,37,13383.666667,8293.69,278.11,29.89,8
11,11 - Gaspésie-Îles-de-la-Madeleine,5897,47,5861,36,57,0,5417,423,90783.333333,6495.69,465.37,62.79,23
12,12 - Chaudière-Appalaches,53304,102,53021,283,554,1,51651,1099,434525.66667,12267.17,251.74,127.50,96
13,13 - Laval,66353,42,64391,1962,1047,0,64914,392,445993.33333,14877.58,87.09,234.76,45
14,14 - Lanaudière,63040,43,62324,716,725,1,61816,499,530581,11881.32,92.92,136.64,60
15,15 - Laurentides,70109,49,69502,607,702,0,68568,839,640046.66667,10953.73,129.33,109.68,88
16,16 - Montérégie,130592,108,128687,1905,2035,1,127072,1485,1452381.3333,8991.58,101.24,140.11,127
17,17 - Nunavik,2745,4,2741,4,10,0,2698,37,14619,18776.93,248.81,68.40,5
18,18 - Terres-Cries-de-la-Baie-James,2335,11,2090,245,14,0,2214,107,18660.333333,12513.17,564.02,75.03,15
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2644,0,2636,8,2,0,2623,19,.,.,.,.,1
999,Ensemble du Québec,938270,1023,926901,11369,14202,20,911890,12178,8613493.6667,10893.02,140.34,164.88,1094

