Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      1840,      1075,       58.4,       384,       20.9,       381,       20.7,        30,n.d.,n.d.,n.d.,n.d.,        28,       93.3
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,      9179,      4619,       50.3,      2085,       22.7,      2475,       27.0,       263,        13,        4.9,        20,        7.6,       230,       87.5
Région,RSS03,03 - Capitale-Nationale,     22443,     12342,       55.0,      4363,       19.4,      5738,       25.6,      1003,        26,        2.6,        85,        8.5,       892,       88.9
Région,RSS04,04 - Mauricie et Centre-du-Québec,     12615,      7009,       55.6,      2499,       19.8,      3107,       24.6,       505,        15,        3.0,        28,        5.5,       462,       91.5
Région,RSS05,05 - Estrie,     11343,      6462,       57.0,      2231,       19.7,      2650,       23.4,       317,n.d.,n.d.,n.d.,n.d.,       285,       89.9
Région,RSS06,06 - Montréal,    100484,     56578,       56.3,     18439,       18.4,     25467,       25.3,      4522,       136,        3.0,       246,        5.4,      4140,       91.6
Région,RSS07,07 - Outaouais,      6572,      3938,       59.9,      1123,       17.1,      1511,       23.0,       170,n.d.,n.d.,n.d.,n.d.,       153,       90.0
Région,RSS08,08 - Abitibi-Témiscamingue,       921,       540,       58.6,       221,       24.0,       160,       17.4,         8,n.d.,n.d.,n.d.,n.d.,         6,       75.0
Région,RSS09,09 - Côte-Nord,       334,       213,       63.8,        66,       19.8,        55,       16.5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,        86,        47,       54.7,        15,       17.4,        24,       27.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      1703,       843,       49.5,       364,       21.4,       496,       29.1,        45,n.d.,n.d.,n.d.,n.d.,        40,       88.9
Région,RSS12,12 - Chaudière-Appalaches,     11881,      6853,       57.7,      2379,       20.0,      2649,       22.3,       287,         8,        2.8,        25,        8.7,       254,       88.5
Région,RSS13,13 - Laval,     25603,     15342,       59.9,      5174,       20.2,      5087,       19.9,       875,        12,        1.4,        58,        6.6,       805,       92.0
Région,RSS14,14 - Lanaudière,     20945,     12389,       59.2,      4332,       20.7,      4224,       20.2,       497,        20,        4.0,        29,        5.8,       448,       90.1
Région,RSS15,15 - Laurentides,     17185,     10111,       58.8,      3413,       19.9,      3661,       21.3,       478,        22,        4.6,        33,        6.9,       423,       88.5
Région,RSS16,16 - Montérégie,     41663,     23313,       56.0,      8363,       20.1,      9987,       24.0,      1499,        48,        3.2,        96,        6.4,      1355,       90.4
Région,RSS17,17 - Nunavik,        41,        21,       51.2,         5,       12.2,        15,       36.6,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       104,        59,       56.7,        16,       15.4,        29,       27.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    284967,    161775,       56.8,     55474,       19.5,     67718,       23.8,     10505,       313,        3.0,       668,        6.4,      9524,       90.7
Groupe d'âge,0_9,Moins de 10 ans,     21995,     18628,       84.7,      2742,       12.5,       625,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     33700,     27867,       82.7,      4894,       14.5,       939,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     39572,     31864,       80.5,      5804,       14.7,      1904,        4.8,         6,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     38435,     26680,       69.4,      8130,       21.2,      3625,        9.4,        14,n.d.,n.d.,n.d.,n.d.,        10,       71.4
Groupe d'âge,40_49,40-49 ans,     42787,     26561,       62.1,     10362,       24.2,      5864,       13.7,        37,        10,       27.0,         8,       21.6,        19,       51.4
Groupe d'âge,50_59,50-59 ans,     39041,     19299,       49.4,     11203,       28.7,      8539,       21.9,       175,        28,       16.0,        23,       13.1,       124,       70.9
Groupe d'âge,60_69,60-69 ans,     24333,      7981,       32.8,      6823,       28.0,      9529,       39.2,       614,        46,        7.5,        63,       10.3,       505,       82.2
Groupe d'âge,70_79,70-79 ans,     16375,      1950,       11.9,      3035,       18.5,     11390,       69.6,      2001,        71,        3.5,       165,        8.2,      1765,       88.2
Groupe d'âge,80_89,80-89 ans,     17925,       679,        3.8,      1756,        9.8,     15490,       86.4,      4174,        75,        1.8,       247,        5.9,      3852,       92.3
Groupe d'âge,90_,90 ans et plus,     10804,       266,        2.5,       725,        6.7,      9813,       90.8,      3483,        77,        2.2,       159,        4.6,      3247,       93.2
