,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3976,0,3950,26,53,0,3920,3,196934.5,2018.95,1.52,26.91,1
02,02 - Saguenay-Lac-Saint-Jean,11040,4,10817,223,271,0,10758,11,277505,3978.31,3.97,97.66,0
03,03 - Capitale-Nationale,32907,7,32554,353,1118,0,31759,30,757803,4342.42,3.95,147.53,3
04,04 - Mauricie et Centre-du-Québec,15403,29,15163,240,526,0,14727,150,523331.5,2943.26,28.61,100.51,7
05,05 - Estrie,14962,5,14445,517,352,0,14571,39,494966.5,3022.83,7.85,71.12,0
06,06 - Montréal,133862,49,130932,2930,4773,0,128640,449,2072060.5,6460.33,21.60,230.35,47
07,07 - Outaouais,12611,8,12164,447,215,0,12378,18,402744,3131.27,4.45,53.38,1
08,08 - Abitibi-Témiscamingue,1151,-1,1118,33,9,0,1139,3,147637,779.61,2.03,6.10,1
09,09 - Côte-Nord,581,0,562,19,4,0,575,2,89700.5,647.71,2.24,4.46,0
10,10 - Nord-du-Québec,110,0,108,2,0,0,110,0,13521.5,813.52,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2072,0,2052,20,46,0,2026,0,89823,2306.76,0.00,51.21,4
12,12 - Chaudière-Appalaches,19305,2,19024,281,368,0,18931,6,431109.5,4477.98,1.39,85.36,0
13,13 - Laval,32133,26,30296,1837,917,0,31053,163,444658.5,7226.44,36.50,206.23,16
14,14 - Lanaudière,24202,9,23489,713,517,0,23631,54,522367,4633.14,10.29,98.97,3
15,15 - Laurentides,21175,13,20571,604,510,0,20589,76,630238,3359.84,12.00,80.92,4
16,16 - Montérégie,51782,21,49824,1958,1559,0,50064,159,1438226,3600.41,11.01,108.40,15
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,531,3,526,5,0,0,520,11,.,.,.,.,5
999,Ensemble du Québec,377973,175,367762,10211,11241,0,365558,1174,8565469.5,4412.75,13.66,131.24,107

