Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;5;35;* 31,9;9965;9072,1;0;;0;
5-9 ans;< 5;20;* 18,6;15151;14083,5;0;;0;
10-19 ans;9;85;42,7;30940;15554,4;0;;0;
20-29 ans;16;299;91,8;60427;18559,9;0;;5;n.p.
30-39 ans;12;409;124,6;55116;16792,8;0;;12;* 3,7
40-49 ans;20;340;122,5;47636;17160,3;0;;35;* 12,6
50-59 ans;23;301;117,3;36624;14278,4;0;;151;58,9
60-69 ans;8;221;102,2;21437;9909,2;0;;402;185,8
70-79 ans;9;162;112,1;13126;9083,2;< 5;n.p.;974;674
80 ans et +;8;156;155,1;20272;20152,9;7;n.p.;3912;3889
Manquant;0;< 5;;223;;0;;0;
Total;111;2032;98,4;310917;15051,7;10;* 0,5;5491;265,8
