,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,,Nombre d'hospitalisations,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures,Total,Différence dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,21031,22,20992,39,176,0,20597,258,197738.33333,10635.77,130.53,89.01,11,902,8
02,02 - Saguenay-Lac-Saint-Jean,30585,10,30224,361,448,1,29917,220,278600,10978.10,78.97,160.80,11,1627,0
03,03 - Capitale-Nationale,89222,73,88861,361,1568,1,86929,725,761103.66667,11722.71,94.58,206.02,34,4364,21
04,04 - Mauricie et Centre-du-Québec,59237,25,58997,240,1012,0,57870,355,527666.66667,11226.22,66.95,191.79,27,3208,3
05,05 - Estrie,49995,76,49471,524,626,0,49014,355,502406,9951.12,69.88,124.60,22,2787,6
06,06 - Montréal,310917,111,307558,3359,5491,0,303700,1726,2061667.3333,15080.85,83.32,266.34,158,16290,21
07,07 - Outaouais,40032,15,39587,445,316,0,39469,247,405378.66667,9875.21,60.28,77.95,19,1878,0
08,08 - Abitibi-Témiscamingue,11157,18,11116,41,113,0,10912,132,147876.33333,7544.82,89.22,76.42,11,654,1
09,09 - Côte-Nord,8868,25,8842,26,46,0,8594,228,90082.333333,9844.33,254.27,51.06,12,531,9
10,10 - Nord-du-Québec,1541,2,1308,233,4,0,1526,11,13383.666667,11514.03,82.68,29.89,3,55,1
11,11 - Gaspésie-Îles-de-la-Madeleine,9210,9,9173,37,82,0,8993,135,90783.333333,10145.03,148.52,90.32,8,450,1
12,12 - Chaudière-Appalaches,61533,37,61250,283,669,0,60565,299,434525.66667,14160.96,68.49,153.96,28,2567,4
13,13 - Laval,71869,49,69909,1960,1121,0,70399,349,445993.33333,16114.37,77.53,251.35,20,3293,13
14,14 - Lanaudière,70090,24,69374,716,777,0,69026,287,530581,13210.05,53.44,146.44,22,2838,5
15,15 - Laurentides,80060,60,79455,605,766,1,78677,617,640046.66667,12508.46,95.11,119.68,36,3809,16
16,16 - Montérégie,150362,98,148448,1914,2252,4,147013,1097,1452381.3333,10352.79,74.79,155.06,86,8272,19
17,17 - Nunavik,3025,0,3019,6,10,0,3004,11,14619,20692.25,73.97,68.40,2,111,0
18,18 - Terres-Cries-de-la-Baie-James,2965,0,2570,395,17,0,2934,14,18660.333333,15889.32,73.80,91.10,1,101,0
98,Inconnu,0,0,0,0,0,0,0,0,.,.,.,.,0,389,-1
99,Hors Québec,2976,1,2968,8,2,0,2951,23,.,.,.,.,0,0,0
999,Ensemble du Québec,1074675,655,1063122,11553,15496,7,1052090,7089,8613493.6667,12476.64,81.70,179.90,511,54126,127

